payment_id,user_id,payment_date,amount
9800,12621,2024-10-16,24.0
9801,12621,2024-11-15,24.0
9802,12621,2024-12-15,24.0
9803,12623,2024-10-31,24.0
9804,12623,2024-11-30,24.0
9805,12623,2024-12-30,24.0
9806,12628,2024-05-08,12.0
9807,12628,2024-06-07,12.0
9808,12628,2024-07-07,12.0
9809,12628,2024-08-06,12.0
9810,12628,2024-09-05,12.0
9811,12628,2024-10-05,12.0
9812,12628,2024-11-04,12.0
9813,12628,2024-12-04,12.0
9814,12629,2024-05-09,12.0
9815,12629,2024-06-08,12.0
9816,12629,2024-07-08,12.0
9817,12629,2024-08-07,12.0
9818,12629,2024-09-06,12.0
9819,12629,2024-10-06,12.0
9820,12629,2024-11-05,12.0
9821,12629,2024-12-05,12.0
9822,12633,2024-12-30,12.0
9823,12637,2024-01-20,12.0
9824,12637,2024-02-19,12.0
9825,12637,2024-03-20,12.0
9826,12637,2024-04-19,12.0
9827,12637,2024-05-19,12.0
9828,12637,2024-06-18,12.0
9829,12637,2024-07-18,12.0
9830,12637,2024-08-17,12.0
9831,12637,2024-09-16,12.0
9832,12637,2024-10-16,12.0
9833,12637,2024-11-15,12.0
9834,12637,2024-12-15,12.0
9835,12648,2024-05-26,12.0
9836,12649,2024-04-06,12.0
9837,12649,2024-05-06,12.0
9838,12649,2024-06-05,12.0
9839,12649,2024-07-05,12.0
9840,12649,2024-08-04,12.0
9841,12649,2024-09-03,12.0
9842,12649,2024-10-03,12.0
9843,12649,2024-11-02,12.0
9844,12649,2024-12-02,12.0
9845,12668,2024-10-07,12.0
9846,12668,2024-11-06,12.0
9847,12668,2024-12-06,12.0
9848,12671,2024-05-07,24.0
9849,12671,2024-06-06,24.0
9850,12671,2024-07-06,24.0
9851,12671,2024-08-05,24.0
9852,12671,2024-09-04,24.0
9853,12671,2024-10-04,24.0
9854,12671,2024-11-03,24.0
9855,12671,2024-12-03,24.0
9856,12672,2024-12-22,24.0
9857,12676,2024-04-02,12.0
9858,12676,2024-05-02,12.0
9859,12676,2024-06-01,12.0
9860,12676,2024-07-01,12.0
9861,12676,2024-07-31,12.0
9862,12676,2024-08-30,12.0
9863,12676,2024-09-29,12.0
9864,12676,2024-10-29,12.0
9865,12676,2024-11-28,12.0
9866,12676,2024-12-28,12.0
9867,12681,2025-01-08,12.0
9868,12683,2024-02-01,12.0
9869,12683,2024-03-02,12.0
9870,12683,2024-04-01,12.0
9871,12683,2024-05-01,12.0
9872,12683,2024-05-31,12.0
9873,12683,2024-06-30,12.0
9874,12683,2024-07-30,12.0
9875,12683,2024-08-29,12.0
9876,12683,2024-09-28,12.0
9877,12683,2024-10-28,12.0
9878,12683,2024-11-27,12.0
9879,12683,2024-12-27,12.0
9880,12689,2024-03-17,12.0
9881,12697,2024-10-07,24.0
9882,12699,2024-11-02,12.0
9883,12699,2024-12-02,12.0
9884,12718,2024-10-20,12.0
9885,12718,2024-11-19,12.0
9886,12718,2024-12-19,12.0
9887,12719,2024-06-23,24.0
9888,12719,2024-07-23,24.0
9889,12719,2024-08-22,24.0
9890,12719,2024-09-21,24.0
9891,12719,2024-10-21,24.0
9892,12719,2024-11-20,24.0
9893,12719,2024-12-20,24.0
9894,12732,2024-02-28,24.0
9895,12732,2024-03-29,24.0
9896,12732,2024-04-28,24.0
9897,12732,2024-05-28,24.0
9898,12732,2024-06-27,24.0
9899,12732,2024-07-27,24.0
9900,12732,2024-08-26,24.0
9901,12732,2024-09-25,24.0
9902,12732,2024-10-25,24.0
9903,12732,2024-11-24,24.0
9904,12732,2024-12-24,24.0
9905,12736,2025-01-14,12.0
9906,12740,2024-10-15,12.0
9907,12740,2024-11-14,12.0
9908,12740,2024-12-14,12.0
9909,12746,2024-02-17,12.0
9910,12746,2024-03-18,12.0
9911,12746,2024-04-17,12.0
9912,12746,2024-05-17,12.0
9913,12746,2024-06-16,12.0
9914,12746,2024-07-16,12.0
9915,12746,2024-08-15,12.0
9916,12746,2024-09-14,12.0
9917,12746,2024-10-14,12.0
9918,12746,2024-11-13,12.0
9919,12746,2024-12-13,12.0
9920,12750,2024-06-01,24.0
9921,12751,2024-12-17,24.0
9922,12755,2024-12-24,24.0
9923,12758,2024-05-17,12.0
9924,12758,2024-06-16,12.0
9925,12758,2024-07-16,12.0
9926,12758,2024-08-15,12.0
9927,12758,2024-09-14,12.0
9928,12758,2024-10-14,12.0
9929,12758,2024-11-13,12.0
9930,12758,2024-12-13,12.0
9931,12761,2024-11-18,24.0
9932,12761,2024-12-18,24.0
9933,12767,2024-02-29,12.0
9934,12767,2024-03-30,12.0
9935,12767,2024-04-29,12.0
9936,12767,2024-05-29,12.0
9937,12767,2024-06-28,12.0
9938,12767,2024-07-28,12.0
9939,12767,2024-08-27,12.0
9940,12767,2024-09-26,12.0
9941,12767,2024-10-26,12.0
9942,12767,2024-11-25,12.0
9943,12767,2024-12-25,12.0
9944,12769,2024-09-06,12.0
9945,12769,2024-10-06,12.0
9946,12769,2024-11-05,12.0
9947,12769,2024-12-05,12.0
9948,12770,2024-03-13,12.0
9949,12770,2024-04-12,12.0
9950,12770,2024-05-12,12.0
9951,12770,2024-06-11,12.0
9952,12770,2024-07-11,12.0
9953,12770,2024-08-10,12.0
9954,12770,2024-09-09,12.0
9955,12770,2024-10-09,12.0
9956,12770,2024-11-08,12.0
9957,12770,2024-12-08,12.0
9958,12773,2024-10-08,12.0
9959,12781,2024-02-26,12.0
9960,12785,2024-09-03,12.0
9961,12785,2024-10-03,12.0
9962,12785,2024-11-02,12.0
9963,12785,2024-12-02,12.0
9964,12786,2024-05-30,12.0
9965,12801,2024-12-24,24.0
9966,12811,2024-10-16,12.0
9967,12811,2024-11-15,12.0
9968,12811,2024-12-15,12.0
9969,12814,2024-05-05,12.0
9970,12814,2024-06-04,12.0
9971,12814,2024-07-04,12.0
9972,12814,2024-08-03,12.0
9973,12814,2024-09-02,12.0
9974,12814,2024-10-02,12.0
9975,12814,2024-11-01,12.0
9976,12814,2024-12-01,12.0
9977,12814,2024-12-31,12.0
9978,12831,2024-06-14,24.0
9979,12841,2024-08-23,24.0
9980,12841,2024-09-22,24.0
9981,12841,2024-10-22,24.0
9982,12841,2024-11-21,24.0
9983,12841,2024-12-21,24.0
9984,12845,2024-04-01,12.0
9985,12845,2024-05-01,12.0
9986,12845,2024-05-31,12.0
9987,12845,2024-06-30,12.0
9988,12845,2024-07-30,12.0
9989,12845,2024-08-29,12.0
9990,12845,2024-09-28,12.0
9991,12845,2024-10-28,12.0
9992,12845,2024-11-27,12.0
9993,12845,2024-12-27,12.0
9994,12847,2024-07-04,12.0
9995,12847,2024-08-03,12.0
9996,12847,2024-09-02,12.0
9997,12847,2024-10-02,12.0
9998,12847,2024-11-01,12.0
9999,12847,2024-12-01,12.0
10000,12847,2024-12-31,12.0
10001,12850,2024-09-11,12.0
10002,12850,2024-10-11,12.0
10003,12850,2024-11-10,12.0
10004,12850,2024-12-10,12.0
10005,12858,2024-02-17,12.0
10006,12858,2024-03-18,12.0
10007,12858,2024-04-17,12.0
10008,12858,2024-05-17,12.0
10009,12858,2024-06-16,12.0
10010,12858,2024-07-16,12.0
10011,12858,2024-08-15,12.0
10012,12858,2024-09-14,12.0
10013,12858,2024-10-14,12.0
10014,12858,2024-11-13,12.0
10015,12858,2024-12-13,12.0
10016,12860,2024-08-23,24.0
10017,12865,2024-09-10,12.0
10018,12865,2024-10-10,12.0
10019,12865,2024-11-09,12.0
10020,12865,2024-12-09,12.0
10021,12869,2024-03-20,12.0
10022,12871,2024-12-13,12.0
10023,12872,2024-03-06,12.0
10024,12873,2024-01-26,12.0
10025,12873,2024-02-25,12.0
10026,12873,2024-03-26,12.0
10027,12873,2024-04-25,12.0
10028,12873,2024-05-25,12.0
10029,12873,2024-06-24,12.0
10030,12873,2024-07-24,12.0
10031,12873,2024-08-23,12.0
10032,12873,2024-09-22,12.0
10033,12873,2024-10-22,12.0
10034,12873,2024-11-21,12.0
10035,12873,2024-12-21,12.0
10036,12875,2024-06-10,24.0
10037,12876,2024-06-23,12.0
10038,12876,2024-07-23,12.0
10039,12876,2024-08-22,12.0
10040,12876,2024-09-21,12.0
10041,12876,2024-10-21,12.0
10042,12876,2024-11-20,12.0
10043,12876,2024-12-20,12.0
10044,12878,2024-03-30,12.0
10045,12878,2024-04-29,12.0
10046,12878,2024-05-29,12.0
10047,12878,2024-06-28,12.0
10048,12878,2024-07-28,12.0
10049,12878,2024-08-27,12.0
10050,12878,2024-09-26,12.0
10051,12878,2024-10-26,12.0
10052,12878,2024-11-25,12.0
10053,12878,2024-12-25,12.0
10054,12882,2024-10-04,12.0
10055,12882,2024-11-03,12.0
10056,12882,2024-12-03,12.0
10057,12884,2024-12-04,12.0
10058,12887,2024-05-26,12.0
10059,12887,2024-06-25,12.0
10060,12887,2024-07-25,12.0
10061,12887,2024-08-24,12.0
10062,12887,2024-09-23,12.0
10063,12887,2024-10-23,12.0
10064,12887,2024-11-22,12.0
10065,12887,2024-12-22,12.0
10066,12888,2024-04-24,12.0
10067,12888,2024-05-24,12.0
10068,12888,2024-06-23,12.0
10069,12888,2024-07-23,12.0
10070,12888,2024-08-22,12.0
10071,12888,2024-09-21,12.0
10072,12888,2024-10-21,12.0
10073,12888,2024-11-20,12.0
10074,12888,2024-12-20,12.0
10075,12894,2024-03-07,12.0
10076,12897,2024-05-07,24.0
10077,12898,2024-08-29,24.0
10078,12898,2024-09-28,24.0
10079,12898,2024-10-28,24.0
10080,12898,2024-11-27,24.0
10081,12898,2024-12-27,24.0
10082,12900,2024-06-05,12.0
10083,12900,2024-07-05,12.0
10084,12900,2024-08-04,12.0
10085,12900,2024-09-03,12.0
10086,12900,2024-10-03,12.0
10087,12900,2024-11-02,12.0
10088,12900,2024-12-02,12.0
10089,12903,2024-11-08,24.0
10090,12914,2024-12-21,12.0
10091,12915,2024-03-21,24.0
10092,12915,2024-04-20,24.0
10093,12915,2024-05-20,24.0
10094,12915,2024-06-19,24.0
10095,12915,2024-07-19,24.0
10096,12915,2024-08-18,24.0
10097,12915,2024-09-17,24.0
10098,12915,2024-10-17,24.0
10099,12915,2024-11-16,24.0
10100,12915,2024-12-16,24.0
10101,12920,2024-09-16,12.0
10102,12931,2024-08-17,12.0
10103,12931,2024-09-16,12.0
10104,12931,2024-10-16,12.0
10105,12931,2024-11-15,12.0
10106,12931,2024-12-15,12.0
10107,12938,2024-05-25,12.0
10108,12954,2024-08-12,12.0
10109,12954,2024-09-11,12.0
10110,12954,2024-10-11,12.0
10111,12954,2024-11-10,12.0
10112,12954,2024-12-10,12.0
10113,12955,2024-12-18,12.0
10114,12963,2024-11-07,12.0
10115,12963,2024-12-07,12.0
10116,12964,2024-11-01,12.0
10117,12964,2024-12-01,12.0
10118,12964,2024-12-31,12.0
10119,12968,2024-04-09,12.0
10120,12968,2024-05-09,12.0
10121,12968,2024-06-08,12.0
10122,12968,2024-07-08,12.0
10123,12968,2024-08-07,12.0
10124,12968,2024-09-06,12.0
10125,12968,2024-10-06,12.0
10126,12968,2024-11-05,12.0
10127,12968,2024-12-05,12.0
10128,12973,2024-11-21,12.0
10129,12973,2024-12-21,12.0
10130,12974,2024-11-26,24.0
10131,12974,2024-12-26,24.0
10132,12983,2024-10-24,24.0
10133,12983,2024-11-23,24.0
10134,12983,2024-12-23,24.0
10135,12987,2024-12-17,12.0
10136,12994,2024-04-03,24.0
10137,12994,2024-05-03,24.0
10138,12994,2024-06-02,24.0
10139,12994,2024-07-02,24.0
10140,12994,2024-08-01,24.0
10141,12994,2024-08-31,24.0
10142,12994,2024-09-30,24.0
10143,12994,2024-10-30,24.0
10144,12994,2024-11-29,24.0
10145,12994,2024-12-29,24.0
10146,13000,2024-08-17,12.0
10147,13000,2024-09-16,12.0
10148,13000,2024-10-16,12.0
10149,13000,2024-11-15,12.0
10150,13000,2024-12-15,12.0
10151,13008,2024-07-05,24.0
10152,13008,2024-08-04,24.0
10153,13008,2024-09-03,24.0
10154,13008,2024-10-03,24.0
10155,13008,2024-11-02,24.0
10156,13008,2024-12-02,24.0
10157,13012,2024-09-07,12.0
10158,13012,2024-10-07,12.0
10159,13012,2024-11-06,12.0
10160,13012,2024-12-06,12.0
10161,13019,2024-06-19,12.0
10162,13023,2024-09-08,24.0
10163,13025,2024-03-01,24.0
10164,13028,2024-07-21,12.0
10165,13028,2024-08-20,12.0
10166,13028,2024-09-19,12.0
10167,13028,2024-10-19,12.0
10168,13028,2024-11-18,12.0
10169,13028,2024-12-18,12.0
10170,13029,2024-04-25,12.0
10171,13031,2024-01-19,12.0
10172,13031,2024-02-18,12.0
10173,13031,2024-03-19,12.0
10174,13031,2024-04-18,12.0
10175,13031,2024-05-18,12.0
10176,13031,2024-06-17,12.0
10177,13031,2024-07-17,12.0
10178,13031,2024-08-16,12.0
10179,13031,2024-09-15,12.0
10180,13031,2024-10-15,12.0
10181,13031,2024-11-14,12.0
10182,13031,2024-12-14,12.0
10183,13033,2024-03-07,24.0
10184,13033,2024-04-06,24.0
10185,13033,2024-05-06,24.0
10186,13033,2024-06-05,24.0
10187,13033,2024-07-05,24.0
10188,13033,2024-08-04,24.0
10189,13033,2024-09-03,24.0
10190,13033,2024-10-03,24.0
10191,13033,2024-11-02,24.0
10192,13033,2024-12-02,24.0
10193,13034,2024-03-11,12.0
10194,13035,2024-01-18,24.0
10195,13035,2024-02-17,24.0
10196,13035,2024-03-18,24.0
10197,13035,2024-04-17,24.0
10198,13035,2024-05-17,24.0
10199,13035,2024-06-16,24.0
10200,13035,2024-07-16,24.0
10201,13035,2024-08-15,24.0
10202,13035,2024-09-14,24.0
10203,13035,2024-10-14,24.0
10204,13035,2024-11-13,24.0
10205,13035,2024-12-13,24.0
10206,13041,2025-01-06,12.0
10207,13052,2024-11-20,24.0
10208,13054,2024-06-19,12.0
10209,13054,2024-07-19,12.0
10210,13054,2024-08-18,12.0
10211,13054,2024-09-17,12.0
10212,13054,2024-10-17,12.0
10213,13054,2024-11-16,12.0
10214,13054,2024-12-16,12.0
10215,13059,2024-06-24,12.0
10216,13059,2024-07-24,12.0
10217,13059,2024-08-23,12.0
10218,13059,2024-09-22,12.0
10219,13059,2024-10-22,12.0
10220,13059,2024-11-21,12.0
10221,13059,2024-12-21,12.0
10222,13071,2024-09-27,12.0
10223,13071,2024-10-27,12.0
10224,13071,2024-11-26,12.0
10225,13071,2024-12-26,12.0
10226,13074,2024-04-24,12.0
10227,13080,2025-01-12,24.0
10228,13081,2024-07-09,24.0
10229,13081,2024-08-08,24.0
10230,13081,2024-09-07,24.0
10231,13081,2024-10-07,24.0
10232,13081,2024-11-06,24.0
10233,13081,2024-12-06,24.0
10234,13085,2024-07-25,24.0
10235,13085,2024-08-24,24.0
10236,13085,2024-09-23,24.0
10237,13085,2024-10-23,24.0
10238,13085,2024-11-22,24.0
10239,13085,2024-12-22,24.0
10240,13088,2024-03-10,12.0
10241,13092,2024-10-05,12.0
10242,13092,2024-11-04,12.0
10243,13092,2024-12-04,12.0
10244,13108,2024-06-01,12.0
10245,13117,2024-08-17,12.0
10246,13117,2024-09-16,12.0
10247,13117,2024-10-16,12.0
10248,13117,2024-11-15,12.0
10249,13117,2024-12-15,12.0
10250,13120,2024-09-13,12.0
10251,13127,2024-09-12,12.0
10252,13133,2024-06-04,24.0
10253,13133,2024-07-04,24.0
10254,13133,2024-08-03,24.0
10255,13133,2024-09-02,24.0
10256,13133,2024-10-02,24.0
10257,13133,2024-11-01,24.0
10258,13133,2024-12-01,24.0
10259,13133,2024-12-31,24.0
10260,13134,2024-08-05,24.0
10261,13153,2024-06-23,12.0
10262,13153,2024-07-23,12.0
10263,13153,2024-08-22,12.0
10264,13153,2024-09-21,12.0
10265,13153,2024-10-21,12.0
10266,13153,2024-11-20,12.0
10267,13153,2024-12-20,12.0
10268,13162,2024-04-10,12.0
10269,13162,2024-05-10,12.0
10270,13162,2024-06-09,12.0
10271,13162,2024-07-09,12.0
10272,13162,2024-08-08,12.0
10273,13162,2024-09-07,12.0
10274,13162,2024-10-07,12.0
10275,13162,2024-11-06,12.0
10276,13162,2024-12-06,12.0
10277,13166,2024-09-15,12.0
10278,13167,2024-04-01,24.0
10279,13169,2024-07-18,24.0
10280,13169,2024-08-17,24.0
10281,13169,2024-09-16,24.0
10282,13169,2024-10-16,24.0
10283,13169,2024-11-15,24.0
10284,13169,2024-12-15,24.0
10285,13181,2024-07-17,12.0
10286,13181,2024-08-16,12.0
10287,13181,2024-09-15,12.0
10288,13181,2024-10-15,12.0
10289,13181,2024-11-14,12.0
10290,13181,2024-12-14,12.0
10291,13186,2024-05-05,12.0
10292,13186,2024-06-04,12.0
10293,13186,2024-07-04,12.0
10294,13186,2024-08-03,12.0
10295,13186,2024-09-02,12.0
10296,13186,2024-10-02,12.0
10297,13186,2024-11-01,12.0
10298,13186,2024-12-01,12.0
10299,13186,2024-12-31,12.0
10300,13191,2024-05-09,12.0
10301,13191,2024-06-08,12.0
10302,13191,2024-07-08,12.0
10303,13191,2024-08-07,12.0
10304,13191,2024-09-06,12.0
10305,13191,2024-10-06,12.0
10306,13191,2024-11-05,12.0
10307,13191,2024-12-05,12.0
10308,13194,2024-06-08,24.0
10309,13194,2024-07-08,24.0
10310,13194,2024-08-07,24.0
10311,13194,2024-09-06,24.0
10312,13194,2024-10-06,24.0
10313,13194,2024-11-05,24.0
10314,13194,2024-12-05,24.0
10315,13197,2024-12-05,12.0
10316,13199,2024-01-19,24.0
10317,13200,2024-06-28,12.0
10318,13215,2024-11-21,12.0
10319,13215,2024-12-21,12.0
10320,13218,2024-08-30,24.0
10321,13224,2024-04-14,12.0
10322,13231,2024-07-16,24.0
10323,13242,2024-05-23,12.0
10324,13242,2024-06-22,12.0
10325,13242,2024-07-22,12.0
10326,13242,2024-08-21,12.0
10327,13242,2024-09-20,12.0
10328,13242,2024-10-20,12.0
10329,13242,2024-11-19,12.0
10330,13242,2024-12-19,12.0
10331,13243,2025-01-11,12.0
10332,13245,2024-05-16,24.0
10333,13245,2024-06-15,24.0
10334,13245,2024-07-15,24.0
10335,13245,2024-08-14,24.0
10336,13245,2024-09-13,24.0
10337,13245,2024-10-13,24.0
10338,13245,2024-11-12,24.0
10339,13245,2024-12-12,24.0
10340,13250,2024-03-15,12.0
10341,13250,2024-04-14,12.0
10342,13250,2024-05-14,12.0
10343,13250,2024-06-13,12.0
10344,13250,2024-07-13,12.0
10345,13250,2024-08-12,12.0
10346,13250,2024-09-11,12.0
10347,13250,2024-10-11,12.0
10348,13250,2024-11-10,12.0
10349,13250,2024-12-10,12.0
10350,13251,2024-10-30,12.0
10351,13251,2024-11-29,12.0
10352,13251,2024-12-29,12.0
10353,13259,2024-02-04,12.0
10354,13259,2024-03-05,12.0
10355,13259,2024-04-04,12.0
10356,13259,2024-05-04,12.0
10357,13259,2024-06-03,12.0
10358,13259,2024-07-03,12.0
10359,13259,2024-08-02,12.0
10360,13259,2024-09-01,12.0
10361,13259,2024-10-01,12.0
10362,13259,2024-10-31,12.0
10363,13259,2024-11-30,12.0
10364,13259,2024-12-30,12.0
10365,13276,2024-12-28,12.0
10366,13278,2025-01-08,12.0
10367,13281,2024-05-21,24.0
10368,13281,2024-06-20,24.0
10369,13281,2024-07-20,24.0
10370,13281,2024-08-19,24.0
10371,13281,2024-09-18,24.0
10372,13281,2024-10-18,24.0
10373,13281,2024-11-17,24.0
10374,13281,2024-12-17,24.0
10375,13294,2024-04-07,24.0
10376,13294,2024-05-07,24.0
10377,13294,2024-06-06,24.0
10378,13294,2024-07-06,24.0
10379,13294,2024-08-05,24.0
10380,13294,2024-09-04,24.0
10381,13294,2024-10-04,24.0
10382,13294,2024-11-03,24.0
10383,13294,2024-12-03,24.0
10384,13309,2024-03-19,12.0
10385,13319,2024-10-29,12.0
10386,13319,2024-11-28,12.0
10387,13319,2024-12-28,12.0
10388,13340,2024-02-03,12.0
10389,13346,2024-11-27,12.0
10390,13352,2024-12-11,12.0
10391,13354,2024-10-22,24.0
10392,13355,2024-11-13,24.0
10393,13355,2024-12-13,24.0
10394,13358,2024-02-20,12.0
10395,13378,2024-10-23,12.0
10396,13378,2024-11-22,12.0
10397,13378,2024-12-22,12.0
10398,13383,2024-04-17,12.0
10399,13383,2024-05-17,12.0
10400,13383,2024-06-16,12.0
10401,13383,2024-07-16,12.0
10402,13383,2024-08-15,12.0
10403,13383,2024-09-14,12.0
10404,13383,2024-10-14,12.0
10405,13383,2024-11-13,12.0
10406,13383,2024-12-13,12.0
10407,13408,2024-09-07,24.0
10408,13408,2024-10-07,24.0
10409,13408,2024-11-06,24.0
10410,13408,2024-12-06,24.0
10411,13411,2024-11-13,12.0
10412,13411,2024-12-13,12.0
10413,13423,2025-01-12,12.0
10414,13425,2024-07-13,12.0
10415,13425,2024-08-12,12.0
10416,13425,2024-09-11,12.0
10417,13425,2024-10-11,12.0
10418,13425,2024-11-10,12.0
10419,13425,2024-12-10,12.0
10420,13426,2024-06-04,12.0
10421,13427,2025-01-06,24.0
10422,13436,2024-08-01,12.0
10423,13436,2024-08-31,12.0
10424,13436,2024-09-30,12.0
10425,13436,2024-10-30,12.0
10426,13436,2024-11-29,12.0
10427,13436,2024-12-29,12.0
10428,13447,2024-12-30,12.0
10429,13449,2024-12-10,24.0
10430,13464,2024-05-05,24.0
10431,13465,2024-09-30,12.0
10432,13465,2024-10-30,12.0
10433,13465,2024-11-29,12.0
10434,13465,2024-12-29,12.0
10435,13468,2024-10-21,24.0
10436,13468,2024-11-20,24.0
10437,13468,2024-12-20,24.0
10438,13473,2024-02-07,12.0
10439,13473,2024-03-08,12.0
10440,13473,2024-04-07,12.0
10441,13473,2024-05-07,12.0
10442,13473,2024-06-06,12.0
10443,13473,2024-07-06,12.0
10444,13473,2024-08-05,12.0
10445,13473,2024-09-04,12.0
10446,13473,2024-10-04,12.0
10447,13473,2024-11-03,12.0
10448,13473,2024-12-03,12.0
10449,13477,2024-07-13,24.0
10450,13478,2024-09-21,24.0
10451,13494,2024-06-24,12.0
10452,13494,2024-07-24,12.0
10453,13494,2024-08-23,12.0
10454,13494,2024-09-22,12.0
10455,13494,2024-10-22,12.0
10456,13494,2024-11-21,12.0
10457,13494,2024-12-21,12.0
10458,13498,2024-07-05,12.0
10459,13498,2024-08-04,12.0
10460,13498,2024-09-03,12.0
10461,13498,2024-10-03,12.0
10462,13498,2024-11-02,12.0
10463,13498,2024-12-02,12.0
10464,13512,2024-06-12,12.0
10465,13512,2024-07-12,12.0
10466,13512,2024-08-11,12.0
10467,13512,2024-09-10,12.0
10468,13512,2024-10-10,12.0
10469,13512,2024-11-09,12.0
10470,13512,2024-12-09,12.0
10471,13514,2024-08-03,12.0
10472,13518,2024-02-29,12.0
10473,13518,2024-03-30,12.0
10474,13518,2024-04-29,12.0
10475,13518,2024-05-29,12.0
10476,13518,2024-06-28,12.0
10477,13518,2024-07-28,12.0
10478,13518,2024-08-27,12.0
10479,13518,2024-09-26,12.0
10480,13518,2024-10-26,12.0
10481,13518,2024-11-25,12.0
10482,13518,2024-12-25,12.0
10483,13524,2024-04-19,24.0
10484,13535,2024-08-26,12.0
10485,13541,2024-03-01,12.0
10486,13541,2024-03-31,12.0
10487,13541,2024-04-30,12.0
10488,13541,2024-05-30,12.0
10489,13541,2024-06-29,12.0
10490,13541,2024-07-29,12.0
10491,13541,2024-08-28,12.0
10492,13541,2024-09-27,12.0
10493,13541,2024-10-27,12.0
10494,13541,2024-11-26,12.0
10495,13541,2024-12-26,12.0
10496,13554,2025-01-05,12.0
10497,13555,2024-12-23,24.0
10498,13564,2024-06-14,12.0
10499,13564,2024-07-14,12.0
10500,13564,2024-08-13,12.0
10501,13564,2024-09-12,12.0
10502,13564,2024-10-12,12.0
10503,13564,2024-11-11,12.0
10504,13564,2024-12-11,12.0
10505,13566,2024-10-21,24.0
10506,13566,2024-11-20,24.0
10507,13566,2024-12-20,24.0
10508,13570,2024-12-05,12.0
10509,13573,2025-01-02,12.0
10510,13578,2025-01-11,12.0
10511,13579,2024-11-29,12.0
10512,13579,2024-12-29,12.0
10513,13585,2024-08-09,12.0
10514,13585,2024-09-08,12.0
10515,13585,2024-10-08,12.0
10516,13585,2024-11-07,12.0
10517,13585,2024-12-07,12.0
10518,13587,2024-07-20,12.0
10519,13587,2024-08-19,12.0
10520,13587,2024-09-18,12.0
10521,13587,2024-10-18,12.0
10522,13587,2024-11-17,12.0
10523,13587,2024-12-17,12.0
10524,13588,2024-11-07,12.0
10525,13599,2024-06-02,12.0
10526,13599,2024-07-02,12.0
10527,13599,2024-08-01,12.0
10528,13599,2024-08-31,12.0
10529,13599,2024-09-30,12.0
10530,13599,2024-10-30,12.0
10531,13599,2024-11-29,12.0
10532,13599,2024-12-29,12.0
10533,13608,2025-01-04,12.0
10534,13615,2024-12-06,24.0
10535,13617,2024-02-21,12.0
10536,13618,2025-01-11,12.0
10537,13619,2024-01-20,24.0
10538,13620,2024-10-11,24.0
10539,13620,2024-11-10,24.0
10540,13620,2024-12-10,24.0
10541,13623,2024-11-06,12.0
10542,13625,2024-02-06,24.0
10543,13625,2024-03-07,24.0
10544,13625,2024-04-06,24.0
10545,13625,2024-05-06,24.0
10546,13625,2024-06-05,24.0
10547,13625,2024-07-05,24.0
10548,13625,2024-08-04,24.0
10549,13625,2024-09-03,24.0
10550,13625,2024-10-03,24.0
10551,13625,2024-11-02,24.0
10552,13625,2024-12-02,24.0
10553,13628,2024-05-20,12.0
10554,13628,2024-06-19,12.0
10555,13628,2024-07-19,12.0
10556,13628,2024-08-18,12.0
10557,13628,2024-09-17,12.0
10558,13628,2024-10-17,12.0
10559,13628,2024-11-16,12.0
10560,13628,2024-12-16,12.0
10561,13632,2024-11-29,12.0
10562,13639,2024-11-28,12.0
10563,13639,2024-12-28,12.0
10564,13644,2024-03-17,12.0
10565,13645,2024-04-21,12.0
10566,13646,2024-11-08,12.0
10567,13652,2024-05-05,12.0
10568,13652,2024-06-04,12.0
10569,13652,2024-07-04,12.0
10570,13652,2024-08-03,12.0
10571,13652,2024-09-02,12.0
10572,13652,2024-10-02,12.0
10573,13652,2024-11-01,12.0
10574,13652,2024-12-01,12.0
10575,13652,2024-12-31,12.0
10576,13653,2024-03-26,24.0
10577,13653,2024-04-25,24.0
10578,13653,2024-05-25,24.0
10579,13653,2024-06-24,24.0
10580,13653,2024-07-24,24.0
10581,13653,2024-08-23,24.0
10582,13653,2024-09-22,24.0
10583,13653,2024-10-22,24.0
10584,13653,2024-11-21,24.0
10585,13653,2024-12-21,24.0
10586,13654,2024-06-17,12.0
10587,13658,2024-07-25,12.0
10588,13660,2024-03-08,12.0
10589,13660,2024-04-07,12.0
10590,13660,2024-05-07,12.0
10591,13660,2024-06-06,12.0
10592,13660,2024-07-06,12.0
10593,13660,2024-08-05,12.0
10594,13660,2024-09-04,12.0
10595,13660,2024-10-04,12.0
10596,13660,2024-11-03,12.0
10597,13660,2024-12-03,12.0
10598,13666,2024-05-20,12.0
10599,13675,2024-08-17,12.0
10600,13675,2024-09-16,12.0
10601,13675,2024-10-16,12.0
10602,13675,2024-11-15,12.0
10603,13675,2024-12-15,12.0
10604,13676,2025-01-14,12.0
10605,13687,2024-08-03,24.0
10606,13687,2024-09-02,24.0
10607,13687,2024-10-02,24.0
10608,13687,2024-11-01,24.0
10609,13687,2024-12-01,24.0
10610,13687,2024-12-31,24.0
10611,13700,2024-02-10,12.0
10612,13723,2024-10-04,12.0
10613,13724,2024-10-24,12.0
10614,13731,2024-09-10,12.0
10615,13731,2024-10-10,12.0
10616,13731,2024-11-09,12.0
10617,13731,2024-12-09,12.0
10618,13732,2024-07-02,12.0
10619,13732,2024-08-01,12.0
10620,13732,2024-08-31,12.0
10621,13732,2024-09-30,12.0
