subscription_id,user_id,plan,monthly_price,trial_start_date,paid_start_date,end_date,status
4335,6417,Pro,24,6/30/24,,7/14/24,trial_expired
4336,6418,Standard,12,3/27/24,4/10/24,4/26/24,churned
4337,6419,Standard,12,11/23/24,,12/7/24,trial_expired
4338,6420,Pro,24,9/23/24,,10/7/24,trial_expired
4339,6421,Pro,24,5/18/24,,6/1/24,trial_expired
4340,6423,Standard,12,9/15/24,9/29/24,,active
4341,6425,Standard,12,2/5/24,,2/19/24,trial_expired
4342,6426,Standard,12,1/10/24,,1/24/24,trial_expired
4343,6427,Pro,24,2/20/24,3/5/24,,active
4344,6428,Standard,12,6/8/24,,6/22/24,trial_expired
4345,6430,Standard,12,2/28/24,,3/13/24,trial_expired
4346,6432,Standard,12,6/27/24,7/11/24,8/6/24,churned
4347,6436,Pro,24,6/7/24,,6/21/24,trial_expired
4348,6437,Pro,24,7/19/24,8/2/24,8/22/24,churned
4349,6439,Pro,24,11/15/24,,11/29/24,trial_expired
4350,6440,Standard,12,8/12/24,,8/26/24,trial_expired
4351,6443,Standard,12,11/11/24,,11/25/24,trial_expired
4352,6445,Standard,12,4/5/24,4/19/24,5/9/24,churned
4353,6446,Standard,12,3/5/24,,3/19/24,trial_expired
4354,6447,Standard,12,9/21/24,,10/5/24,trial_expired
4355,6448,Pro,24,7/6/24,7/20/24,8/7/24,churned
4356,6449,Pro,24,9/18/24,10/2/24,10/26/24,churned
4357,6451,Pro,24,5/2/24,5/16/24,,active
4358,6452,Standard,12,4/28/24,5/12/24,,active
4359,6453,Standard,12,7/14/24,,7/28/24,trial_expired
4360,6454,Standard,12,4/24/24,5/8/24,6/3/24,churned
4361,6455,Standard,12,9/14/24,9/28/24,,active
4362,6457,Pro,24,7/8/24,,7/22/24,trial_expired
4363,6459,Pro,24,7/21/24,,8/4/24,trial_expired
4364,6460,Standard,12,9/30/24,,10/14/24,trial_expired
4365,6461,Standard,12,4/3/24,,4/17/24,trial_expired
4366,6462,Standard,12,10/7/24,10/21/24,,active
4367,6463,Standard,12,9/30/24,10/14/24,11/10/24,churned
4368,6464,Pro,24,4/20/24,,5/4/24,trial_expired
4369,6465,Pro,24,8/6/24,,8/20/24,trial_expired
4370,6466,Pro,24,11/15/24,,11/29/24,trial_expired
4371,6467,Pro,24,4/14/24,4/28/24,,active
4372,6468,Standard,12,10/6/24,10/20/24,11/7/24,churned
4373,6470,Standard,12,11/18/24,12/2/24,,active
4374,6472,Standard,12,8/25/24,,9/8/24,trial_expired
4375,6473,Standard,12,12/30/24,,1/13/25,trial_expired
4376,6474,Pro,24,8/11/24,,8/25/24,trial_expired
4377,6475,Pro,24,2/21/24,,3/6/24,trial_expired
4378,6477,Standard,12,10/26/24,,11/9/24,trial_expired
4379,6479,Standard,12,4/12/24,,4/26/24,trial_expired
4380,6482,Standard,12,7/4/24,,7/18/24,trial_expired
4381,6484,Standard,12,10/7/24,,10/21/24,trial_expired
4382,6485,Pro,24,12/22/24,,1/5/25,trial_expired
4383,6490,Standard,12,12/30/24,,1/13/25,trial_expired
4384,6491,Standard,12,4/17/24,5/1/24,,active
4385,6493,Standard,12,11/13/24,,11/27/24,trial_expired
4386,6498,Pro,24,7/6/24,,7/20/24,trial_expired
4387,6499,Standard,12,6/2/24,,6/16/24,trial_expired
4388,6500,Standard,12,8/18/24,,9/1/24,trial_expired
4389,6501,Pro,24,12/4/24,12/18/24,,active
4390,6503,Standard,12,8/14/24,8/28/24,9/24/24,churned
4391,6506,Standard,12,1/20/24,2/3/24,,active
4392,6507,Standard,12,12/12/24,,12/26/24,trial_expired
4393,6508,Pro,24,1/22/24,,2/5/24,trial_expired
4394,6509,Pro,24,8/18/24,9/1/24,9/23/24,churned
4395,6510,Standard,12,8/12/24,,8/26/24,trial_expired
4396,6511,Standard,12,10/23/24,,11/6/24,trial_expired
4397,6512,Pro,24,3/3/24,,3/17/24,trial_expired
4398,6514,Standard,12,10/13/24,,10/27/24,trial_expired
4399,6515,Standard,12,3/5/24,,3/19/24,trial_expired
4400,6516,Standard,12,7/7/24,,7/21/24,trial_expired
4401,6517,Pro,24,10/4/24,,10/18/24,trial_expired
4402,6518,Standard,12,9/8/24,,9/22/24,trial_expired
4403,6520,Standard,12,5/4/24,,5/18/24,trial_expired
4404,6521,Standard,12,12/22/24,1/5/25,,active
4405,6522,Standard,12,6/27/24,,7/11/24,trial_expired
4406,6523,Standard,12,1/20/24,2/3/24,,active
4407,6524,Pro,24,4/2/24,,4/16/24,trial_expired
4408,6526,Standard,12,12/31/24,1/14/25,,active
4409,6527,Pro,24,5/5/24,,5/19/24,trial_expired
4410,6528,Standard,12,1/14/24,1/28/24,,active
4411,6529,Standard,12,7/23/24,,8/6/24,trial_expired
4412,6531,Standard,12,4/24/24,,5/8/24,trial_expired
4413,6533,Standard,12,9/26/24,,10/10/24,trial_expired
4414,6534,Standard,12,1/22/24,,2/5/24,trial_expired
4415,6535,Standard,12,6/28/24,,7/12/24,trial_expired
4416,6536,Standard,12,3/15/24,,3/29/24,trial_expired
4417,6537,Pro,24,2/22/24,3/7/24,,active
4418,6539,Standard,12,7/18/24,,8/1/24,trial_expired
4419,6542,Standard,12,4/14/24,,4/28/24,trial_expired
4420,6543,Standard,12,12/6/24,,12/20/24,trial_expired
4421,6544,Standard,12,7/23/24,8/6/24,,active
4422,6547,Pro,24,1/17/24,1/31/24,,active
4423,6548,Standard,12,8/8/24,8/22/24,,active
4424,6550,Standard,12,4/25/24,5/9/24,5/30/24,churned
4425,6551,Standard,12,11/19/24,,12/3/24,trial_expired
4426,6552,Standard,12,4/11/24,,4/25/24,trial_expired
4427,6554,Pro,24,2/4/24,2/18/24,,active
4428,6556,Pro,24,6/4/24,6/18/24,7/10/24,churned
4429,6557,Standard,12,11/16/24,11/30/24,,active
4430,6558,Standard,12,3/3/24,3/17/24,4/6/24,churned
4431,6560,Standard,12,4/6/24,,4/20/24,trial_expired
4432,6561,Standard,12,7/1/24,,7/15/24,trial_expired
4433,6562,Standard,12,5/24/24,,6/7/24,trial_expired
4434,6563,Pro,24,2/20/24,,3/5/24,trial_expired
4435,6565,Pro,24,6/26/24,,7/10/24,trial_expired
4436,6566,Standard,12,9/22/24,,10/6/24,trial_expired
4437,6568,Standard,12,7/18/24,,8/1/24,trial_expired
4438,6569,Standard,12,8/27/24,9/10/24,,active
4439,6571,Pro,24,9/26/24,,10/10/24,trial_expired
4440,6574,Standard,12,8/23/24,,9/6/24,trial_expired
4441,6575,Standard,12,6/24/24,,7/8/24,trial_expired
4442,6576,Standard,12,8/29/24,,9/12/24,trial_expired
4443,6577,Standard,12,6/27/24,,7/11/24,trial_expired
4444,6578,Pro,24,10/15/24,,10/29/24,trial_expired
4445,6579,Standard,12,12/21/24,,1/4/25,trial_expired
4446,6581,Standard,12,11/4/24,11/18/24,,active
4447,6582,Pro,24,8/23/24,,9/6/24,trial_expired
4448,6583,Pro,24,10/10/24,,10/24/24,trial_expired
4449,6584,Standard,12,3/17/24,,3/31/24,trial_expired
4450,6585,Standard,12,7/9/24,7/23/24,8/12/24,churned
4451,6586,Standard,12,4/17/24,,5/1/24,trial_expired
4452,6588,Standard,12,12/20/24,,1/3/25,trial_expired
4453,6589,Pro,24,11/18/24,,12/2/24,trial_expired
4454,6590,Standard,12,7/21/24,,8/4/24,trial_expired
4455,6591,Standard,12,4/17/24,,5/1/24,trial_expired
4456,6592,Standard,12,9/22/24,10/6/24,,active
4457,6593,Standard,12,6/24/24,7/8/24,,active
4458,6594,Standard,12,10/30/24,11/13/24,12/12/24,churned
4459,6595,Standard,12,1/1/25,,1/15/25,trial_expired
4460,6597,Standard,12,4/12/24,,4/26/24,trial_expired
4461,6599,Pro,24,2/10/24,,2/24/24,trial_expired
4462,6600,Standard,12,6/9/24,6/23/24,,active
4463,6601,Pro,24,1/10/24,1/24/24,,active
4464,6602,Standard,12,2/19/24,3/4/24,,active
4465,6603,Standard,12,4/22/24,5/6/24,6/4/24,churned
4466,6604,Standard,12,3/10/24,3/24/24,4/17/24,churned
4467,6605,Standard,12,10/7/24,10/21/24,11/7/24,churned
4468,6606,Pro,24,2/16/24,,3/1/24,trial_expired
4469,6607,Standard,12,11/19/24,12/3/24,,active
4470,6608,Pro,24,4/2/24,,4/16/24,trial_expired
4471,6609,Standard,12,2/17/24,3/2/24,3/26/24,churned
4472,6610,Standard,12,1/5/24,1/19/24,,active
4473,6611,Pro,24,9/30/24,,10/14/24,trial_expired
4474,6612,Standard,12,4/17/24,5/1/24,,active
4475,6613,Standard,12,7/19/24,8/2/24,,active
4476,6616,Standard,12,2/24/24,,3/9/24,trial_expired
4477,6618,Standard,12,11/13/24,,11/27/24,trial_expired
4478,6619,Standard,12,4/11/24,,4/25/24,trial_expired
4479,6625,Standard,12,1/7/24,,1/21/24,trial_expired
4480,6626,Standard,12,12/3/24,,12/17/24,trial_expired
4481,6627,Standard,12,9/4/24,,9/18/24,trial_expired
4482,6628,Standard,12,8/15/24,8/29/24,9/13/24,churned
4483,6629,Pro,24,3/26/24,,4/9/24,trial_expired
4484,6630,Standard,12,9/25/24,10/9/24,10/26/24,churned
4485,6631,Standard,12,9/18/24,10/2/24,10/31/24,churned
4486,6633,Pro,24,11/22/24,,12/6/24,trial_expired
4487,6634,Standard,12,8/14/24,,8/28/24,trial_expired
4488,6635,Standard,12,10/27/24,11/10/24,,active
4489,6636,Standard,12,4/20/24,5/4/24,,active
4490,6639,Standard,12,10/26/24,,11/9/24,trial_expired
4491,6640,Pro,24,6/5/24,,6/19/24,trial_expired
4492,6641,Standard,12,1/11/24,1/25/24,,active
4493,6642,Pro,24,11/4/24,,11/18/24,trial_expired
4494,6643,Pro,24,3/29/24,,4/12/24,trial_expired
4495,6644,Standard,12,5/18/24,6/1/24,,active
4496,6647,Standard,12,1/31/24,2/14/24,,active
4497,6648,Pro,24,1/13/24,,1/27/24,trial_expired
4498,6652,Standard,12,12/29/24,1/12/25,,active
4499,6655,Standard,12,7/25/24,,8/8/24,trial_expired
4500,6657,Standard,12,8/22/24,,9/5/24,trial_expired
4501,6658,Standard,12,12/19/24,,1/2/25,trial_expired
4502,6662,Standard,12,11/23/24,,12/7/24,trial_expired
4503,6664,Pro,24,11/13/24,,11/27/24,trial_expired
4504,6666,Standard,12,9/30/24,,10/14/24,trial_expired
4505,6668,Pro,24,7/8/24,,7/22/24,trial_expired
4506,6670,Standard,12,11/12/24,11/26/24,,active
4507,6671,Pro,24,5/30/24,,6/13/24,trial_expired
4508,6672,Standard,12,5/12/24,5/26/24,,active
4509,6675,Standard,12,9/19/24,,10/3/24,trial_expired
4510,6679,Standard,12,1/18/24,,2/1/24,trial_expired
4511,6682,Standard,12,11/26/24,,12/10/24,trial_expired
4512,6684,Standard,12,11/6/24,,11/20/24,trial_expired
4513,6688,Standard,12,11/24/24,,12/8/24,trial_expired
4514,6689,Standard,12,8/7/24,8/21/24,,active
4515,6690,Standard,12,7/8/24,,7/22/24,trial_expired
4516,6691,Standard,12,6/29/24,,7/13/24,trial_expired
4517,6692,Standard,12,1/26/24,,2/9/24,trial_expired
4518,6694,Standard,12,11/2/24,,11/16/24,trial_expired
4519,6695,Standard,12,6/30/24,,7/14/24,trial_expired
4520,6696,Pro,24,4/26/24,,5/10/24,trial_expired
4521,6697,Standard,12,5/20/24,,6/3/24,trial_expired
4522,6698,Standard,12,2/24/24,,3/9/24,trial_expired
4523,6702,Standard,12,8/29/24,,9/12/24,trial_expired
4524,6703,Standard,12,12/26/24,1/9/25,,active
4525,6704,Pro,24,2/23/24,3/8/24,,active
4526,6709,Standard,12,8/22/24,,9/5/24,trial_expired
4527,6712,Standard,12,11/14/24,11/28/24,,active
4528,6713,Standard,12,5/9/24,,5/23/24,trial_expired
4529,6714,Pro,24,9/1/24,,9/15/24,trial_expired
4530,6715,Standard,12,9/1/24,9/15/24,,active
4531,6716,Pro,24,11/10/24,11/24/24,12/9/24,churned
4532,6720,Standard,12,6/28/24,,7/12/24,trial_expired
4533,6721,Standard,12,6/9/24,,6/23/24,trial_expired
4534,6722,Standard,12,6/3/24,,6/17/24,trial_expired
4535,6723,Standard,12,6/17/24,,7/1/24,trial_expired
4536,6724,Pro,24,2/26/24,3/11/24,,active
4537,6725,Standard,12,6/18/24,,7/2/24,trial_expired
4538,6726,Standard,12,6/5/24,,6/19/24,trial_expired
4539,6729,Pro,24,10/11/24,10/25/24,11/14/24,churned
4540,6730,Standard,12,8/15/24,,8/29/24,trial_expired
4541,6733,Standard,12,11/16/24,,11/30/24,trial_expired
4542,6734,Standard,12,10/28/24,11/11/24,,active
4543,6735,Pro,24,2/12/24,,2/26/24,trial_expired
4544,6736,Standard,12,12/23/24,,1/6/25,trial_expired
4545,6737,Pro,24,1/8/24,,1/22/24,trial_expired
4546,6739,Standard,12,10/25/24,,11/8/24,trial_expired
4547,6741,Standard,12,8/20/24,,9/3/24,trial_expired
4548,6743,Pro,24,1/26/24,2/9/24,,active
4549,6744,Standard,12,1/5/24,,1/19/24,trial_expired
4550,6746,Standard,12,2/14/24,2/28/24,,active
4551,6747,Standard,12,8/24/24,,9/7/24,trial_expired
4552,6748,Standard,12,7/25/24,,8/8/24,trial_expired
4553,6749,Standard,12,6/30/24,,7/14/24,trial_expired
4554,6750,Standard,12,9/21/24,10/5/24,,active
4555,6751,Pro,24,1/9/24,,1/23/24,trial_expired
4556,6752,Pro,24,4/22/24,,5/6/24,trial_expired
4557,6753,Standard,12,10/20/24,,11/3/24,trial_expired
4558,6755,Standard,12,6/25/24,,7/9/24,trial_expired
4559,6756,Pro,24,2/5/24,,2/19/24,trial_expired
4560,6757,Pro,24,10/27/24,,11/10/24,trial_expired
4561,6758,Pro,24,11/25/24,12/9/24,1/6/25,churned
4562,6759,Standard,12,6/16/24,,6/30/24,trial_expired
4563,6761,Standard,12,1/19/24,,2/2/24,trial_expired
4564,6762,Standard,12,8/19/24,,9/2/24,trial_expired
4565,6764,Pro,24,9/18/24,,10/2/24,trial_expired
4566,6765,Standard,12,5/9/24,5/23/24,6/8/24,churned
4567,6766,Standard,12,9/4/24,,9/18/24,trial_expired
4568,6767,Standard,12,11/9/24,,11/23/24,trial_expired
4569,6769,Standard,12,11/4/24,,11/18/24,trial_expired
4570,6770,Standard,12,6/8/24,,6/22/24,trial_expired
4571,6772,Pro,24,8/14/24,,8/28/24,trial_expired
4572,6773,Pro,24,7/4/24,,7/18/24,trial_expired
4573,6774,Standard,12,12/23/24,1/6/25,1/23/25,churned
4574,6775,Standard,12,7/24/24,,8/7/24,trial_expired
4575,6776,Standard,12,6/6/24,6/20/24,,active
4576,6777,Standard,12,6/8/24,6/22/24,7/17/24,churned
4577,6778,Standard,12,8/3/24,,8/17/24,trial_expired
4578,6780,Standard,12,10/3/24,10/17/24,,active
4579,6781,Standard,12,6/3/24,,6/17/24,trial_expired
4580,6785,Pro,24,9/9/24,,9/23/24,trial_expired
4581,6788,Standard,12,10/1/24,,10/15/24,trial_expired
4582,6789,Standard,12,10/14/24,10/28/24,,active
4583,6790,Standard,12,11/13/24,,11/27/24,trial_expired
4584,6791,Pro,24,6/1/24,6/15/24,,active
4585,6795,Standard,12,8/31/24,,9/14/24,trial_expired
4586,6797,Pro,24,10/19/24,,11/2/24,trial_expired
4587,6798,Standard,12,3/20/24,,4/3/24,trial_expired
4588,6799,Standard,12,8/7/24,,8/21/24,trial_expired
4589,6800,Standard,12,3/9/24,,3/23/24,trial_expired
4590,6801,Pro,24,6/13/24,,6/27/24,trial_expired
4591,6803,Standard,12,7/14/24,,7/28/24,trial_expired
4592,6807,Standard,12,7/25/24,,8/8/24,trial_expired
4593,6808,Pro,24,12/15/24,,12/29/24,trial_expired
4594,6809,Standard,12,6/18/24,,7/2/24,trial_expired
4595,6812,Standard,12,4/28/24,5/12/24,,active
4596,6813,Standard,12,5/19/24,6/2/24,,active
4597,6814,Standard,12,2/15/24,2/29/24,,active
4598,6815,Pro,24,7/18/24,,8/1/24,trial_expired
4599,6817,Standard,12,9/1/24,,9/15/24,trial_expired
4600,6818,Standard,12,3/20/24,,4/3/24,trial_expired
4601,6819,Standard,12,2/24/24,,3/9/24,trial_expired
4602,6821,Standard,12,9/10/24,,9/24/24,trial_expired
4603,6822,Standard,12,12/11/24,,12/25/24,trial_expired
4604,6825,Pro,24,8/13/24,8/27/24,,active
4605,6826,Standard,12,8/6/24,,8/20/24,trial_expired
4606,6827,Standard,12,1/7/24,,1/21/24,trial_expired
4607,6828,Standard,12,11/16/24,,11/30/24,trial_expired
4608,6829,Pro,24,8/28/24,,9/11/24,trial_expired
4609,6831,Standard,12,7/15/24,7/29/24,,active
4610,6833,Pro,24,4/18/24,5/2/24,,active
4611,6834,Standard,12,12/23/24,,1/6/25,trial_expired
4612,6835,Pro,24,6/12/24,,6/26/24,trial_expired
4613,6836,Standard,12,3/11/24,,3/25/24,trial_expired
4614,6838,Standard,12,9/4/24,,9/18/24,trial_expired
4615,6839,Pro,24,12/27/24,,1/10/25,trial_expired
4616,6843,Standard,12,10/2/24,10/16/24,,active
4617,6844,Standard,12,5/18/24,,6/1/24,trial_expired
4618,6847,Standard,12,4/4/24,4/18/24,,active
4619,6849,Standard,12,3/26/24,4/9/24,,active
4620,6850,Standard,12,12/16/24,,12/30/24,trial_expired
4621,6851,Standard,12,12/29/24,,1/12/25,trial_expired
4622,6852,Standard,12,5/31/24,,6/14/24,trial_expired
4623,6854,Standard,12,6/12/24,,6/26/24,trial_expired
4624,6855,Standard,12,2/28/24,,3/13/24,trial_expired
4625,6858,Pro,24,5/14/24,,5/28/24,trial_expired
4626,6859,Standard,12,3/30/24,,4/13/24,trial_expired
4627,6860,Standard,12,2/18/24,,3/3/24,trial_expired
4628,6861,Standard,12,4/1/24,,4/15/24,trial_expired
4629,6862,Standard,12,12/2/24,,12/16/24,trial_expired
4630,6863,Pro,24,2/6/24,2/20/24,,active
4631,6865,Pro,24,7/26/24,,8/9/24,trial_expired
4632,6870,Standard,12,8/10/24,,8/24/24,trial_expired
4633,6871,Standard,12,9/17/24,,10/1/24,trial_expired
4634,6872,Standard,12,8/10/24,,8/24/24,trial_expired
4635,6874,Pro,24,5/24/24,,6/7/24,trial_expired
4636,6875,Pro,24,4/4/24,,4/18/24,trial_expired
4637,6876,Pro,24,7/18/24,8/1/24,8/19/24,churned
4638,6877,Pro,24,1/13/24,,1/27/24,trial_expired
4639,6878,Standard,12,5/13/24,5/27/24,,active
4640,6882,Pro,24,9/9/24,9/23/24,,active
4641,6884,Standard,12,10/29/24,11/12/24,12/7/24,churned
4642,6885,Standard,12,12/13/24,,12/27/24,trial_expired
4643,6887,Standard,12,6/20/24,7/4/24,7/23/24,churned
4644,6889,Standard,12,8/24/24,9/7/24,,active
4645,6891,Pro,24,8/30/24,9/13/24,,active
4646,6893,Pro,24,1/30/24,,2/13/24,trial_expired
4647,6894,Pro,24,3/29/24,4/12/24,,active
4648,6895,Standard,12,3/7/24,,3/21/24,trial_expired
4649,6896,Pro,24,2/22/24,3/7/24,,active
4650,6897,Standard,12,12/9/24,12/23/24,1/12/25,churned
4651,6898,Standard,12,1/8/24,,1/22/24,trial_expired
4652,6901,Standard,12,5/25/24,,6/8/24,trial_expired
4653,6903,Standard,12,9/24/24,,10/8/24,trial_expired
4654,6904,Standard,12,5/10/24,,5/24/24,trial_expired
4655,6906,Pro,24,11/4/24,,11/18/24,trial_expired
4656,6907,Pro,24,10/11/24,,10/25/24,trial_expired
4657,6908,Pro,24,10/31/24,11/14/24,,active
4658,6910,Standard,12,5/31/24,,6/14/24,trial_expired
4659,6912,Standard,12,8/21/24,9/4/24,,active
4660,6913,Standard,12,9/13/24,,9/27/24,trial_expired
4661,6914,Pro,24,10/8/24,,10/22/24,trial_expired
4662,6916,Standard,12,11/24/24,,12/8/24,trial_expired
4663,6919,Standard,12,4/26/24,5/10/24,,active
4664,6921,Standard,12,10/11/24,10/25/24,,active
4665,6922,Standard,12,10/25/24,11/8/24,,active
4666,6923,Standard,12,6/19/24,7/3/24,,active
4667,6924,Standard,12,7/21/24,,8/4/24,trial_expired
4668,6926,Standard,12,3/13/24,3/27/24,,active
4669,6927,Standard,12,4/18/24,,5/2/24,trial_expired
4670,6929,Standard,12,5/6/24,,5/20/24,trial_expired
4671,6933,Standard,12,8/12/24,,8/26/24,trial_expired
4672,6935,Standard,12,9/7/24,,9/21/24,trial_expired
4673,6936,Standard,12,9/26/24,,10/10/24,trial_expired
4674,6937,Standard,12,12/1/24,12/15/24,,active
4675,6938,Pro,24,8/10/24,,8/24/24,trial_expired
4676,6939,Pro,24,1/31/24,,2/14/24,trial_expired
4677,6942,Standard,12,7/15/24,,7/29/24,trial_expired
4678,6943,Standard,12,8/4/24,8/18/24,,active
4679,6944,Pro,24,8/19/24,,9/2/24,trial_expired
4680,6945,Standard,12,6/4/24,6/18/24,,active
4681,6946,Standard,12,10/20/24,,11/3/24,trial_expired
4682,6947,Standard,12,10/3/24,,10/17/24,trial_expired
4683,6949,Standard,12,9/30/24,10/14/24,10/30/24,churned
4684,6951,Pro,24,8/20/24,,9/3/24,trial_expired
4685,6952,Standard,12,12/21/24,,1/4/25,trial_expired
4686,6953,Pro,24,2/22/24,3/7/24,,active
4687,6956,Pro,24,7/8/24,7/22/24,,active
4688,6959,Standard,12,5/27/24,,6/10/24,trial_expired
4689,6960,Pro,24,12/4/24,,12/18/24,trial_expired
4690,6963,Standard,12,8/13/24,,8/27/24,trial_expired
4691,6964,Standard,12,6/9/24,,6/23/24,trial_expired
4692,6965,Pro,24,2/11/24,,2/25/24,trial_expired
4693,6966,Pro,24,8/10/24,,8/24/24,trial_expired
4694,6967,Standard,12,8/1/24,,8/15/24,trial_expired
4695,6968,Standard,12,3/14/24,,3/28/24,trial_expired
4696,6969,Pro,24,8/20/24,9/3/24,,active
4697,6970,Standard,12,8/10/24,,8/24/24,trial_expired
4698,6971,Standard,12,10/18/24,,11/1/24,trial_expired
4699,6972,Standard,12,5/27/24,,6/10/24,trial_expired
4700,6973,Standard,12,4/12/24,,4/26/24,trial_expired
4701,6974,Standard,12,12/17/24,,12/31/24,trial_expired
4702,6975,Standard,12,8/9/24,,8/23/24,trial_expired
4703,6977,Standard,12,11/3/24,,11/17/24,trial_expired
4704,6978,Standard,12,3/25/24,,4/8/24,trial_expired
4705,6981,Standard,12,12/22/24,,1/5/25,trial_expired
4706,6982,Standard,12,12/19/24,1/2/25,,active
4707,6984,Pro,24,10/16/24,10/30/24,,active
4708,6985,Standard,12,5/10/24,,5/24/24,trial_expired
4709,6986,Pro,24,8/30/24,,9/13/24,trial_expired
4710,6987,Standard,12,8/20/24,,9/3/24,trial_expired
4711,6988,Standard,12,1/25/24,2/8/24,,active
4712,6989,Standard,12,1/3/24,,1/17/24,trial_expired
4713,6991,Standard,12,2/25/24,,3/10/24,trial_expired
4714,6992,Standard,12,4/16/24,4/30/24,,active
4715,6993,Standard,12,12/3/24,,12/17/24,trial_expired
4716,6994,Standard,12,7/25/24,8/8/24,8/31/24,churned
4717,6995,Pro,24,10/28/24,,11/11/24,trial_expired
4718,6996,Standard,12,11/11/24,,11/25/24,trial_expired
4719,6997,Standard,12,10/7/24,,10/21/24,trial_expired
4720,6999,Pro,24,11/19/24,12/3/24,,active
4721,7000,Standard,12,10/8/24,10/22/24,11/14/24,churned
4722,7001,Pro,24,10/9/24,,10/23/24,trial_expired
4723,7002,Pro,24,12/1/24,,12/15/24,trial_expired
4724,7007,Standard,12,10/31/24,,11/14/24,trial_expired
4725,7008,Pro,24,1/25/24,,2/8/24,trial_expired
4726,7009,Standard,12,1/3/24,,1/17/24,trial_expired
4727,7010,Pro,24,7/27/24,,8/10/24,trial_expired
4728,7012,Pro,24,12/23/24,,1/6/25,trial_expired
4729,7013,Standard,12,1/3/24,,1/17/24,trial_expired
4730,7014,Standard,12,10/2/24,,10/16/24,trial_expired
4731,7015,Standard,12,4/11/24,,4/25/24,trial_expired
4732,7016,Standard,12,12/22/24,,1/5/25,trial_expired
4733,7017,Standard,12,6/3/24,,6/17/24,trial_expired
4734,7018,Pro,24,1/13/24,,1/27/24,trial_expired
4735,7019,Pro,24,1/14/24,1/28/24,,active
4736,7020,Pro,24,8/6/24,,8/20/24,trial_expired
4737,7025,Pro,24,2/14/24,,2/28/24,trial_expired
4738,7027,Standard,12,8/22/24,,9/5/24,trial_expired
4739,7028,Standard,12,4/14/24,4/28/24,,active
4740,7029,Pro,24,8/25/24,,9/8/24,trial_expired
4741,7032,Pro,24,4/5/24,,4/19/24,trial_expired
4742,7037,Pro,24,2/15/24,,2/29/24,trial_expired
4743,7039,Standard,12,11/26/24,12/10/24,,active
4744,7040,Standard,12,12/7/24,,12/21/24,trial_expired
4745,7041,Standard,12,9/12/24,9/26/24,10/18/24,churned
4746,7042,Standard,12,3/24/24,,4/7/24,trial_expired
4747,7045,Pro,24,12/20/24,1/3/25,1/18/25,churned
4748,7047,Standard,12,6/4/24,,6/18/24,trial_expired
4749,7048,Standard,12,5/15/24,5/29/24,,active
4750,7049,Standard,12,7/19/24,,8/2/24,trial_expired
4751,7050,Pro,24,4/30/24,,5/14/24,trial_expired
4752,7052,Standard,12,4/2/24,,4/16/24,trial_expired
4753,7054,Pro,24,6/20/24,,7/4/24,trial_expired
4754,7056,Standard,12,6/5/24,,6/19/24,trial_expired
4755,7057,Standard,12,11/15/24,,11/29/24,trial_expired
4756,7059,Standard,12,8/15/24,,8/29/24,trial_expired
4757,7060,Standard,12,6/14/24,,6/28/24,trial_expired
4758,7061,Standard,12,3/13/24,3/27/24,4/11/24,churned
4759,7062,Pro,24,1/6/24,1/20/24,,active
4760,7063,Standard,12,4/22/24,,5/6/24,trial_expired
4761,7064,Standard,12,1/27/24,,2/10/24,trial_expired
4762,7065,Standard,12,6/3/24,,6/17/24,trial_expired
4763,7066,Standard,12,10/31/24,,11/14/24,trial_expired
4764,7067,Standard,12,10/1/24,,10/15/24,trial_expired
4765,7069,Pro,24,6/21/24,,7/5/24,trial_expired
4766,7071,Pro,24,9/14/24,,9/28/24,trial_expired
4767,7074,Standard,12,7/28/24,,8/11/24,trial_expired
4768,7076,Standard,12,7/2/24,,7/16/24,trial_expired
4769,7077,Standard,12,4/6/24,,4/20/24,trial_expired
4770,7078,Standard,12,12/30/24,,1/13/25,trial_expired
4771,7079,Pro,24,2/19/24,,3/4/24,trial_expired
4772,7082,Pro,24,11/11/24,,11/25/24,trial_expired
4773,7083,Standard,12,10/25/24,,11/8/24,trial_expired
4774,7084,Standard,12,3/29/24,4/12/24,5/8/24,churned
4775,7086,Standard,12,10/15/24,,10/29/24,trial_expired
4776,7087,Standard,12,10/10/24,,10/24/24,trial_expired
4777,7088,Standard,12,4/22/24,,5/6/24,trial_expired
4778,7090,Standard,12,5/15/24,5/29/24,,active
4779,7091,Standard,12,7/9/24,7/23/24,,active
4780,7092,Pro,24,8/13/24,,8/27/24,trial_expired
4781,7096,Standard,12,4/19/24,,5/3/24,trial_expired
4782,7099,Pro,24,4/8/24,,4/22/24,trial_expired
4783,7100,Pro,24,1/7/24,,1/21/24,trial_expired
4784,7101,Standard,12,5/18/24,6/1/24,6/28/24,churned
4785,7102,Standard,12,4/18/24,5/2/24,,active
4786,7103,Standard,12,8/11/24,8/25/24,9/13/24,churned
4787,7104,Pro,24,1/29/24,2/12/24,,active
4788,7105,Standard,12,4/22/24,5/6/24,,active
4789,7106,Standard,12,1/22/24,2/5/24,,active
4790,7108,Standard,12,8/11/24,,8/25/24,trial_expired
4791,7109,Pro,24,5/18/24,6/1/24,,active
4792,7111,Standard,12,12/19/24,1/2/25,,active
4793,7112,Standard,12,8/17/24,,8/31/24,trial_expired
4794,7116,Standard,12,11/29/24,,12/13/24,trial_expired
