user_id,variant,signup_date,device,country,acquisition_channel,pre_engagement_7d,trial_started,converted,retained,plan,revenue
1855,B,2024-11-13,mobile,IN,Referral,9,1,1,1,Standard,24.00
1856,A,2024-12-30,mobile,IN,Organic,10,0,0,0,NULL,0
1857,B,2024-04-03,mobile,DE,Paid Search,8,1,0,0,Standard,0
1858,A,2024-04-27,desktop,CA,Referral,10,1,1,1,Standard,96.00
1859,B,2024-04-13,desktop,UK,Referral,11,0,0,0,NULL,0
1860,B,2024-04-18,desktop,US,Organic,14,1,0,0,Standard,0
1861,B,2024-08-14,mobile,IN,Social,5,1,0,0,Standard,0
1862,A,2024-12-28,mobile,BR,Paid Search,8,0,0,0,NULL,0
1863,B,2024-12-27,desktop,IN,Organic,6,0,0,0,NULL,0
1864,B,2024-07-25,desktop,IN,Organic,3,0,0,0,NULL,0
1865,B,2024-09-03,mobile,US,Paid Search,8,1,0,0,Pro,0
1866,A,2024-11-16,mobile,US,Organic,8,1,0,0,Standard,0
1867,A,2024-12-09,desktop,UK,Social,12,1,0,0,Standard,0
1868,B,2024-03-26,mobile,DE,Paid Search,5,0,0,0,NULL,0
1869,B,2024-07-26,mobile,CA,Paid Search,8,0,0,0,NULL,0
1870,A,2024-11-07,desktop,DE,Organic,12,1,0,0,Standard,0
1871,A,2024-05-04,desktop,CA,Organic,12,1,1,1,Pro,192.00
1872,B,2024-06-24,desktop,NULL,Social,5,0,0,0,NULL,0
1873,B,2024-12-26,mobile,IN,Social,6,1,1,0,Standard,12.00
1874,A,2024-12-26,desktop,US,Referral,5,1,1,0,Standard,12.00
1875,A,2024-12-01,desktop,CA,Organic,3,1,0,0,Standard,0
1876,B,2024-10-27,mobile,IN,Paid Search,10,1,0,0,Standard,0
1877,B,2024-04-21,mobile,IN,Organic,9,1,0,0,Standard,0
1878,B,2024-05-10,mobile,BR,Referral,7,1,0,0,Standard,0
1879,A,2024-08-02,desktop,US,Paid Search,12,0,0,0,NULL,0
1880,A,2024-08-07,mobile,IN,Social,6,1,0,0,Standard,0
1881,A,2024-07-18,desktop,US,Email,12,1,1,1,Standard,72.00
1882,B,2024-09-02,desktop,US,Social,11,0,0,0,NULL,0
1883,B,2024-06-12,mobile,DE,Organic,14,1,0,0,Pro,0
1884,A,2024-10-10,mobile,US,Social,13,0,0,0,NULL,0
1885,B,2024-05-15,mobile,DE,Paid Search,6,0,0,0,NULL,0
1886,A,2024-05-14,desktop,IN,Email,7,1,1,0,Standard,12.00
1887,B,2024-02-23,mobile,NULL,Organic,9,0,0,0,NULL,0
1888,A,2024-03-20,mobile,BR,Referral,6,1,0,0,Pro,0
1889,B,2024-11-13,mobile,IN,Paid Search,8,0,0,0,NULL,0
1890,A,2024-06-26,desktop,US,Referral,10,1,1,1,Standard,72.00
1891,A,2024-04-04,mobile,UK,Organic,6,0,0,0,NULL,0
1892,A,2024-10-14,desktop,IN,Paid Search,8,0,0,0,NULL,0
1893,A,2024-08-04,desktop,IN,Organic,7,1,0,0,Pro,0
1894,B,2024-01-10,desktop,DE,Paid Search,5,1,0,0,Pro,0
1895,B,2024-05-09,mobile,CA,Paid Search,10,1,0,0,Standard,0
1896,A,2024-03-15,mobile,IN,Social,7,0,0,0,NULL,0
1897,A,2024-09-09,mobile,US,Paid Search,8,1,0,0,Pro,0
1898,B,2024-04-23,desktop,US,Referral,10,0,0,0,NULL,0
1899,A,2024-01-29,mobile,US,Paid Search,6,0,0,0,NULL,0
1900,A,2024-01-24,mobile,BR,Social,8,1,1,1,Standard,132.00
1901,A,2024-08-14,desktop,US,Email,9,0,0,0,NULL,0
1902,B,2024-01-10,mobile,BR,Organic,11,1,0,0,Standard,0
1903,B,2024-11-12,desktop,UK,Email,13,0,0,0,NULL,0
1904,A,2024-03-06,mobile,IN,Referral,8,1,0,0,Standard,0
1905,A,2024-08-23,mobile,DE,Referral,6,1,0,0,Pro,0
1906,B,2024-06-26,mobile,US,Paid Search,12,1,0,0,Standard,0
1907,A,2024-06-25,mobile,US,Email,8,1,0,0,Standard,0
1908,A,2024-01-31,mobile,US,Social,9,0,0,0,NULL,0
1909,B,2024-10-28,mobile,CA,Paid Search,3,0,0,0,NULL,0
1910,A,2024-11-27,mobile,IN,Paid Search,11,0,0,0,NULL,0
1911,A,2024-01-05,desktop,IN,Organic,5,1,0,0,Standard,0
1912,B,2024-03-15,mobile,CA,Paid Search,9,0,0,0,NULL,0
1913,A,2024-11-30,mobile,IN,Organic,4,1,0,0,Standard,0
1914,A,2024-08-03,mobile,IN,Email,8,0,0,0,NULL,0
1915,A,2024-03-04,mobile,DE,Social,8,1,0,0,Standard,0
1916,A,2024-03-25,mobile,IN,Organic,4,1,0,0,Pro,0
1917,B,2024-09-10,mobile,UK,Paid Search,7,1,0,0,Standard,0
1918,A,2024-10-02,mobile,UK,Organic,6,1,1,0,Pro,24.00
1919,A,2024-08-20,mobile,US,Email,15,1,0,0,Pro,0
1920,B,2024-12-16,desktop,BR,Social,11,1,0,0,Standard,0
1921,B,2024-07-14,mobile,US,Social,6,0,0,0,NULL,0
1922,A,2024-05-02,desktop,US,Social,7,1,0,0,Standard,0
1923,B,2024-07-08,mobile,US,Organic,13,0,0,0,NULL,0
1924,B,2024-05-25,mobile,BR,Paid Search,3,1,0,0,Pro,0
1925,B,2024-04-03,desktop,IN,Social,7,0,0,0,NULL,0
1926,A,2024-01-20,mobile,US,Referral,10,1,0,0,Standard,0
1927,A,2024-05-22,desktop,US,Social,11,1,0,0,Standard,0
1928,B,2024-09-28,mobile,US,Social,9,0,0,0,NULL,0
1929,A,2024-01-09,mobile,US,Paid Search,6,1,1,0,Pro,24.00
1930,B,2024-06-24,mobile,US,Organic,3,1,1,1,Standard,72.00
1931,B,2024-09-05,desktop,IN,Social,6,0,0,0,NULL,0
1932,B,2024-08-24,mobile,US,Organic,17,1,0,0,Pro,0
1933,B,2024-10-20,desktop,BR,Paid Search,12,1,1,0,Pro,24.00
1934,B,2024-10-31,desktop,US,Referral,6,0,0,0,NULL,0
1935,B,2024-09-28,mobile,DE,Organic,5,1,0,0,Standard,0
1936,B,2024-02-13,desktop,DE,Referral,16,1,0,0,Standard,0
1937,B,2024-07-07,mobile,US,Referral,10,1,1,1,Standard,72.00
1938,A,2024-08-22,mobile,US,Referral,18,1,0,0,Standard,0
1939,B,2024-04-11,desktop,UK,Email,12,1,1,0,Standard,12.00
1940,A,2024-01-19,desktop,BR,Paid Search,9,1,0,0,Standard,0
1941,A,2024-04-03,desktop,IN,Email,8,1,0,0,Pro,0
1942,B,2024-06-30,mobile,US,Social,5,1,0,0,Standard,0
1943,A,2024-06-14,mobile,US,Social,8,0,0,0,NULL,0
1944,B,2024-03-15,mobile,CA,Social,11,0,0,0,NULL,0
1945,A,2024-11-04,mobile,US,Paid Search,5,0,0,0,NULL,0
1946,A,2024-12-07,mobile,US,Organic,9,1,0,0,Standard,0
1947,B,2024-03-25,mobile,US,Paid Search,7,1,0,0,Pro,0
1948,B,2024-12-08,desktop,UK,Referral,9,1,0,0,Pro,0
1949,B,2024-01-08,desktop,IN,Paid Search,14,1,0,0,Standard,0
1950,B,2024-12-07,mobile,CA,Paid Search,11,1,0,0,Standard,0
1951,A,2024-12-15,mobile,US,Email,9,1,0,0,Standard,0
1952,B,2024-01-06,desktop,UK,Email,4,0,0,0,NULL,0
1953,A,2024-10-15,mobile,NULL,Referral,12,1,1,0,Standard,12.00
1954,A,2024-12-21,desktop,DE,Organic,9,0,0,0,NULL,0
1955,B,2024-12-01,desktop,US,Social,9,0,0,0,NULL,0
1956,A,2024-12-21,desktop,IN,Email,9,0,0,0,NULL,0
1957,B,2024-08-03,desktop,BR,Paid Search,12,1,0,0,Pro,0
1958,A,2024-02-03,desktop,CA,Paid Search,13,0,0,0,NULL,0
1959,A,2024-11-13,mobile,DE,Email,11,0,0,0,NULL,0
1960,B,2024-08-25,mobile,BR,Paid Search,7,0,0,0,NULL,0
1961,B,2024-08-26,desktop,US,Social,4,0,0,0,NULL,0
1962,A,2024-06-16,mobile,US,Organic,9,1,1,0,Standard,12.00
1963,A,2024-08-11,mobile,CA,Organic,5,0,0,0,NULL,0
1964,B,2024-03-05,mobile,CA,Paid Search,13,0,0,0,NULL,0
1965,A,2024-10-07,desktop,US,Social,8,0,0,0,NULL,0
1966,A,2024-02-01,desktop,DE,Referral,10,1,1,1,Standard,132.00
1967,B,2024-10-04,desktop,US,Email,13,0,0,0,NULL,0
1968,B,2024-11-12,mobile,BR,Organic,7,1,0,0,Standard,0
1969,A,2024-07-06,mobile,US,Email,6,1,0,0,Pro,0
1970,A,2024-07-19,desktop,UK,Paid Search,7,0,0,0,NULL,0
1971,B,2024-05-07,mobile,BR,Paid Search,11,1,0,0,Pro,0
1972,B,2024-12-21,desktop,IN,Email,15,0,0,0,NULL,0
1973,A,2024-10-05,desktop,US,Paid Search,14,1,1,1,Pro,72.00
1974,A,2024-05-29,mobile,US,Paid Search,5,0,0,0,NULL,0
1975,A,2024-03-14,mobile,IN,Paid Search,10,1,0,0,Pro,0
1976,B,2024-04-01,mobile,CA,Social,3,1,1,0,Standard,12.00
1977,B,2024-07-03,mobile,NULL,Social,14,1,1,1,Pro,144.00
1978,A,2024-12-12,mobile,IN,Email,8,1,1,1,Standard,12.00
1979,B,2024-10-05,desktop,US,Paid Search,7,1,0,0,Pro,0
1980,B,2024-03-30,mobile,US,Organic,9,0,0,0,NULL,0
1981,B,2024-11-16,mobile,UK,Organic,7,1,0,0,Standard,0
1982,A,2024-06-01,desktop,IN,Email,5,0,0,0,NULL,0
1983,A,2024-11-13,desktop,US,Referral,3,1,0,0,Standard,0
1984,A,2024-04-10,mobile,BR,Organic,11,1,0,0,Standard,0
1985,A,2024-08-27,mobile,IN,Organic,10,1,0,0,Standard,0
1986,B,2024-12-07,desktop,CA,Organic,14,1,1,0,Pro,24.00
1987,A,2024-04-16,desktop,UK,Social,12,0,0,0,NULL,0
1988,B,2024-09-21,mobile,US,Organic,10,0,0,0,NULL,0
1989,B,2024-12-26,desktop,BR,Referral,9,1,0,0,Standard,0
1990,A,2024-03-04,desktop,IN,Organic,12,1,0,0,Standard,0
1991,A,2024-02-07,mobile,UK,Paid Search,7,1,1,1,Standard,132.00
1992,B,2024-09-15,desktop,IN,Referral,13,1,0,0,Standard,0
1993,B,2024-05-18,desktop,CA,Social,10,1,0,0,Pro,0
1994,B,2024-01-31,desktop,BR,Paid Search,12,0,0,0,NULL,0
1995,B,2024-07-07,mobile,US,Referral,14,1,1,1,Pro,144.00
1996,B,2024-10-12,mobile,DE,Social,7,1,0,0,Standard,0
1997,B,2024-04-27,mobile,US,Referral,7,1,0,0,Standard,0
1998,B,2024-05-16,desktop,IN,Referral,12,0,0,0,NULL,0
1999,B,2024-11-11,mobile,DE,Social,18,1,1,1,Pro,48.00
2000,B,2024-07-23,mobile,IN,Organic,13,0,0,0,NULL,0
2001,B,2024-11-10,mobile,US,Paid Search,11,0,0,0,NULL,0
2002,B,2024-06-26,mobile,US,Organic,15,1,0,0,Standard,0
2003,B,2024-12-16,mobile,UK,Paid Search,10,0,0,0,NULL,0
2004,B,2024-09-07,desktop,US,Referral,8,1,0,0,Standard,0
2005,B,2024-02-19,mobile,US,Social,15,1,1,0,Standard,12.00
2006,B,2024-11-24,mobile,CA,Paid Search,9,1,0,0,Standard,0
2007,B,2024-07-12,mobile,US,Email,5,1,0,0,Standard,0
2008,A,2024-02-29,desktop,US,Email,4,0,0,0,NULL,0
2009,B,2024-03-05,mobile,UK,Paid Search,7,1,0,0,Standard,0
2010,A,2024-09-19,mobile,UK,Organic,14,1,0,0,Standard,0
2011,A,2024-01-21,mobile,US,Paid Search,9,1,0,0,Standard,0
2012,A,2024-04-27,mobile,IN,Email,13,1,1,0,Standard,12.00
2013,A,2024-02-29,mobile,US,Organic,11,1,0,0,Pro,0
2014,B,2024-06-25,mobile,DE,Social,4,0,0,0,NULL,0
2015,A,2024-06-15,mobile,CA,Email,15,1,0,0,Pro,0
2016,B,2024-07-24,desktop,CA,Referral,5,1,0,0,Standard,0
2017,B,2024-04-24,mobile,CA,Social,7,1,0,0,Standard,0
2018,B,2024-01-14,mobile,US,Paid Search,4,1,0,0,Pro,0
2019,A,2024-08-26,mobile,US,Paid Search,7,0,0,0,NULL,0
2020,A,2024-05-30,mobile,IN,Organic,11,0,0,0,NULL,0
2021,A,2024-09-07,mobile,UK,Social,11,0,0,0,NULL,0
2022,A,2024-02-16,mobile,BR,Paid Search,13,0,0,0,NULL,0
2023,B,2024-01-06,mobile,US,Organic,12,1,0,0,Standard,0
2024,A,2024-04-12,mobile,DE,Social,10,1,0,0,Pro,0
2025,A,2024-06-30,mobile,US,Paid Search,7,0,0,0,NULL,0
2026,B,2024-06-07,mobile,US,Referral,13,1,0,0,Standard,0
2027,B,2024-10-31,desktop,IN,Paid Search,10,1,1,1,Standard,24.00
2028,A,2024-06-01,mobile,US,Paid Search,12,1,1,1,Standard,84.00
2029,A,2024-07-27,desktop,DE,Organic,10,1,0,0,Pro,0
2030,B,2024-08-18,mobile,IN,Social,6,0,0,0,NULL,0
2031,B,2024-01-10,desktop,NULL,Paid Search,11,1,0,0,Pro,0
2032,B,2024-07-22,mobile,DE,Organic,4,1,1,1,Pro,120.00
2033,B,2024-05-20,desktop,IN,Social,4,1,0,0,Pro,0
2034,A,2024-06-17,mobile,US,Organic,6,1,0,0,Pro,0
2035,B,2024-02-12,desktop,US,Organic,12,1,0,0,Pro,0
2036,A,2024-10-22,mobile,CA,Organic,6,0,0,0,NULL,0
2037,B,2024-12-12,mobile,BR,Email,6,0,0,0,NULL,0
2038,B,2024-01-10,mobile,US,Social,8,0,0,0,NULL,0
2039,A,2024-08-21,mobile,BR,Paid Search,11,1,0,0,Standard,0
2040,A,2024-10-15,mobile,BR,Referral,10,1,0,0,Standard,0
2041,A,2024-04-26,mobile,UK,Organic,13,1,0,0,Standard,0
2042,A,2024-10-23,desktop,UK,Organic,12,1,1,0,Standard,12.00
2043,B,2024-09-01,mobile,DE,Organic,9,1,0,0,Standard,0
2044,A,2024-12-08,desktop,BR,Social,6,1,0,0,Standard,0
2045,A,2024-12-24,mobile,UK,Social,5,1,0,0,Pro,0
2046,B,2024-01-19,desktop,US,Organic,9,1,0,0,Standard,0
2047,A,2024-06-26,mobile,CA,Paid Search,7,1,0,0,Pro,0
2048,A,2024-08-02,mobile,US,Referral,7,1,0,0,Pro,0
2049,B,2024-03-03,mobile,IN,Organic,9,0,0,0,NULL,0
2050,A,2024-05-16,mobile,UK,Organic,14,1,0,0,Standard,0
2051,B,2024-12-26,desktop,US,Email,8,1,0,0,Standard,0
2052,A,2024-01-08,desktop,US,Email,8,1,0,0,Standard,0
2053,A,2024-06-29,mobile,IN,Email,10,0,0,0,NULL,0
2054,A,2024-11-10,desktop,IN,Social,4,1,0,0,Pro,0
2055,B,2024-05-12,mobile,BR,Referral,11,1,1,1,Standard,96.00
2056,B,2024-07-09,desktop,US,Organic,7,1,0,0,Pro,0
2057,A,2024-12-24,mobile,DE,Email,4,0,0,0,NULL,0
2058,B,2024-07-07,desktop,IN,Organic,4,0,0,0,NULL,0
2059,B,2024-02-25,desktop,US,Paid Search,8,1,0,0,Standard,0
2060,A,2024-01-23,desktop,US,Paid Search,6,1,0,0,Standard,0
2061,B,2024-12-13,mobile,US,Social,4,1,0,0,Pro,0
2062,A,2024-04-19,mobile,IN,Organic,12,0,0,0,NULL,0
2063,B,2024-07-17,mobile,BR,Social,9,0,0,0,NULL,0
2064,A,2024-02-08,mobile,CA,Referral,10,1,0,0,Standard,0
2065,A,2024-06-18,mobile,US,Organic,8,0,0,0,NULL,0
2066,B,2024-12-08,desktop,US,Social,8,0,0,0,NULL,0
2067,A,2024-07-17,mobile,US,Social,11,1,1,1,Standard,72.00
2068,A,2024-12-21,mobile,US,Paid Search,12,1,0,0,Standard,0
2069,A,2024-04-16,mobile,US,Paid Search,2,0,0,0,NULL,0
2070,A,2024-07-18,mobile,UK,Referral,9,0,0,0,NULL,0
2071,B,2024-11-16,mobile,IN,Paid Search,10,1,0,0,Pro,0
2072,B,2024-06-27,mobile,US,Organic,9,1,1,0,Standard,12.00
2073,B,2024-04-24,mobile,US,Email,7,0,0,0,NULL,0
2074,A,2024-11-14,desktop,CA,Paid Search,8,0,0,0,NULL,0
2075,A,2024-06-06,mobile,US,Organic,10,1,1,1,Standard,84.00
2076,A,2024-07-27,mobile,US,Organic,4,1,0,0,Standard,0
2077,B,2024-12-23,mobile,US,Organic,6,1,1,0,Standard,12.00
2078,B,2024-03-19,desktop,DE,Organic,10,1,1,0,Standard,12.00
2079,B,2024-05-03,desktop,CA,Paid Search,7,0,0,0,NULL,0
2080,A,2024-01-14,mobile,US,Social,8,0,0,0,NULL,0
2081,A,2024-06-06,desktop,IN,Social,13,0,0,0,NULL,0
2082,B,2024-03-24,mobile,DE,Organic,13,1,1,1,Standard,108.00
2083,B,2024-09-17,desktop,IN,Social,13,1,0,0,Standard,0
2084,B,2024-03-17,mobile,IN,Paid Search,6,1,0,0,Pro,0
2085,B,2024-09-15,mobile,DE,Organic,9,1,0,0,Pro,0
2086,B,2024-04-18,desktop,CA,Social,8,1,0,0,Standard,0
2087,A,2024-05-23,mobile,IN,Referral,9,1,0,0,Standard,0
2088,B,2024-05-21,mobile,US,Email,14,0,0,0,NULL,0
2089,A,2024-09-30,mobile,US,Referral,4,0,0,0,NULL,0
2090,B,2024-07-04,mobile,US,Email,12,0,0,0,NULL,0
2091,B,2024-05-26,desktop,IN,Paid Search,6,0,0,0,NULL,0
2092,B,2024-11-13,mobile,IN,Paid Search,6,0,0,0,NULL,0
2093,B,2024-08-11,mobile,UK,Organic,13,1,0,0,Pro,0
2094,A,2024-03-30,desktop,US,Social,13,1,1,1,Standard,108.00
2095,A,2024-11-29,mobile,IN,Paid Search,7,1,0,0,Standard,0
2096,A,2024-05-19,mobile,UK,Paid Search,10,1,0,0,Standard,0
2097,A,2024-01-17,desktop,DE,Email,7,0,0,0,NULL,0
2098,B,2024-07-14,mobile,US,Referral,6,0,0,0,NULL,0
2099,A,2024-02-22,desktop,US,Organic,6,0,0,0,NULL,0
2100,A,2024-04-09,mobile,BR,Paid Search,4,1,0,0,Standard,0
2101,B,2024-10-10,mobile,US,Social,15,1,0,0,Pro,0
2102,B,2024-02-25,mobile,IN,Email,5,1,0,0,Pro,0
2103,A,2024-10-30,mobile,BR,Social,10,1,0,0,Pro,0
2104,B,2024-12-11,mobile,IN,Paid Search,7,1,0,0,Standard,0
2105,A,2024-08-23,mobile,IN,Organic,9,1,1,1,Standard,48.00
2106,A,2024-09-27,mobile,US,Organic,9,1,0,0,Standard,0
2107,B,2024-09-28,desktop,CA,Email,8,0,0,0,NULL,0
2108,A,2024-12-28,mobile,BR,Social,13,1,0,0,Standard,0
2109,B,2024-05-18,mobile,IN,Social,7,1,0,0,Standard,0
2110,A,2024-03-09,mobile,DE,Organic,9,0,0,0,NULL,0
2111,B,2024-07-23,mobile,US,Paid Search,7,0,0,0,NULL,0
2112,B,2024-07-28,desktop,DE,Social,11,0,0,0,NULL,0
2113,B,2024-03-15,mobile,BR,Referral,7,1,0,0,Pro,0
2114,A,2024-08-25,mobile,NULL,Paid Search,16,1,1,1,Standard,48.00
2115,B,2024-01-07,mobile,US,Social,15,0,0,0,NULL,0
2116,B,2024-12-08,desktop,UK,Paid Search,11,1,1,1,Standard,12.00
2117,B,2024-04-19,desktop,US,Social,12,1,0,0,Pro,0
2118,B,2024-01-17,desktop,US,Social,6,0,0,0,NULL,0
2119,B,2024-02-15,desktop,US,Paid Search,7,1,0,0,Pro,0
2120,A,2024-04-09,mobile,US,Social,8,1,0,0,Standard,0
2121,B,2024-04-22,mobile,IN,Organic,9,1,0,0,Standard,0
2122,A,2024-01-15,mobile,CA,Organic,11,1,1,1,Standard,144.00
2123,B,2024-04-24,mobile,US,Email,12,1,1,1,Pro,192.00
2124,B,2024-03-21,mobile,US,Email,7,1,0,0,Pro,0
2125,B,2024-06-01,mobile,IN,Organic,5,1,0,0,Pro,0
2126,B,2024-06-04,desktop,IN,Social,4,1,0,0,Standard,0
2127,B,2024-05-17,mobile,IN,Organic,9,0,0,0,NULL,0
2128,B,2024-05-13,mobile,IN,Social,17,0,0,0,NULL,0
2129,A,2024-02-08,mobile,BR,Organic,12,1,0,0,Standard,0
2130,B,2024-01-11,mobile,US,Organic,13,1,0,0,Standard,0
2131,A,2024-03-25,mobile,IN,Paid Search,10,1,0,0,Standard,0
2132,B,2024-10-13,mobile,DE,Email,14,1,0,0,Standard,0
2133,A,2024-12-27,desktop,IN,Email,14,1,0,0,Standard,0
2134,A,2024-12-08,mobile,US,Paid Search,5,1,0,0,Standard,0
2135,B,2024-07-17,desktop,US,Referral,10,1,0,0,Standard,0
2136,B,2024-07-27,desktop,UK,Organic,7,1,0,0,Pro,0
2137,A,2024-05-08,mobile,NULL,Paid Search,8,0,0,0,NULL,0
2138,A,2024-10-19,mobile,UK,Paid Search,7,1,0,0,Standard,0
2139,B,2024-10-16,mobile,US,Social,12,1,0,0,Standard,0
2140,A,2024-11-11,desktop,UK,Organic,17,1,1,1,Pro,48.00
2141,B,2024-11-27,mobile,IN,Organic,6,1,0,0,Standard,0
2142,A,2024-06-22,mobile,UK,Email,9,1,0,0,Standard,0
2143,B,2024-10-16,mobile,US,Paid Search,11,1,0,0,Standard,0
2144,B,2024-10-29,desktop,BR,Organic,8,1,1,1,Pro,48.00
2145,A,2024-05-06,mobile,IN,Email,5,0,0,0,NULL,0
2146,A,2024-12-08,mobile,UK,Social,9,1,0,0,Pro,0
2147,B,2024-02-10,mobile,CA,Paid Search,7,1,0,0,Standard,0
2148,A,2024-12-29,mobile,US,Paid Search,9,1,1,1,Standard,12.00
2149,A,2024-10-17,desktop,US,Social,4,0,0,0,NULL,0
2150,A,2024-02-09,desktop,US,Paid Search,11,1,0,0,Standard,0
2151,B,2024-09-09,mobile,US,Referral,10,1,0,0,Pro,0
2152,B,2024-01-15,desktop,US,Paid Search,11,0,0,0,NULL,0
2153,B,2024-10-17,mobile,BR,Social,8,1,0,0,Standard,0
2154,B,2024-10-27,mobile,US,Organic,6,1,1,1,Standard,24.00
2155,A,2024-08-21,mobile,US,Organic,10,1,1,1,Pro,96.00
2156,B,2024-11-15,mobile,UK,Social,15,0,0,0,NULL,0
2157,A,2024-02-11,desktop,US,Paid Search,14,0,0,0,NULL,0
2158,A,2024-04-23,desktop,US,Referral,16,1,1,1,Standard,96.00
2159,A,2024-06-15,desktop,NULL,Email,4,0,0,0,NULL,0
2160,B,2024-01-19,desktop,DE,Referral,18,1,0,0,Pro,0
2161,B,2024-06-27,mobile,IN,Paid Search,6,0,0,0,NULL,0
2162,A,2024-04-19,mobile,IN,Email,14,1,0,0,Standard,0
2163,B,2024-06-07,mobile,US,Paid Search,11,1,0,0,Pro,0
2164,A,2024-06-19,mobile,IN,Organic,10,1,1,0,Standard,12.00
2165,B,2024-11-22,desktop,IN,Paid Search,10,0,0,0,NULL,0
2166,B,2024-04-21,desktop,IN,Social,7,0,0,0,NULL,0
2167,B,2024-11-27,desktop,IN,Paid Search,10,1,1,1,Standard,12.00
2168,B,2024-06-19,desktop,IN,Paid Search,11,1,0,0,Pro,0
2169,B,2024-05-13,desktop,IN,Organic,16,0,0,0,NULL,0
2170,B,2024-07-17,desktop,US,Organic,7,1,0,0,Pro,0
2171,A,2024-06-16,desktop,US,Social,12,1,0,0,Standard,0
2172,A,2024-04-16,desktop,IN,Organic,8,1,1,0,Standard,12.00
2173,B,2024-07-17,mobile,DE,Organic,9,1,0,0,Standard,0
2174,B,2024-03-05,mobile,BR,Paid Search,7,0,0,0,NULL,0
2175,B,2024-05-22,mobile,IN,Email,8,1,1,0,Standard,12.00
2176,A,2024-08-08,desktop,IN,Organic,11,1,0,0,Standard,0
2177,B,2024-06-14,mobile,IN,Organic,6,0,0,0,NULL,0
2178,B,2024-11-04,mobile,US,Paid Search,6,1,0,0,Standard,0
2179,A,2024-04-16,desktop,IN,Email,6,1,0,0,Standard,0
2180,B,2024-12-21,mobile,IN,Referral,7,1,1,1,Standard,12.00
2181,A,2024-10-22,desktop,DE,Paid Search,4,1,0,0,Standard,0
2182,A,2024-12-20,mobile,US,Paid Search,12,1,1,0,Standard,12.00
2183,B,2024-11-09,desktop,US,Organic,7,0,0,0,NULL,0
2184,A,2024-02-29,mobile,US,Paid Search,7,1,1,1,Standard,120.00
2185,B,2024-07-25,mobile,US,Referral,11,1,0,0,Standard,0
2186,A,2024-03-12,mobile,IN,Organic,14,0,0,0,NULL,0
2187,A,2024-11-02,mobile,BR,Organic,11,0,0,0,NULL,0
2188,A,2024-08-15,mobile,US,Social,6,0,0,0,NULL,0
2189,B,2024-04-18,desktop,US,Organic,6,1,0,0,Pro,0
2190,A,2024-12-08,desktop,US,Paid Search,7,1,0,0,Standard,0
2191,A,2024-02-19,mobile,UK,Organic,5,1,0,0,Standard,0
2192,A,2024-08-08,mobile,BR,Social,7,0,0,0,NULL,0
2193,B,2024-10-01,desktop,UK,Social,8,1,0,0,Standard,0
2194,B,2024-01-26,desktop,CA,Social,12,1,0,0,Standard,0
2195,B,2024-08-20,mobile,UK,Social,14,1,0,0,Pro,0
2196,A,2024-11-01,desktop,BR,Paid Search,9,1,0,0,Standard,0
2197,A,2024-01-30,desktop,IN,Paid Search,7,1,0,0,Standard,0
2198,B,2024-07-20,mobile,UK,Paid Search,8,0,0,0,NULL,0
2199,B,2024-04-16,mobile,BR,Paid Search,4,1,0,0,Standard,0
2200,A,2024-09-11,desktop,IN,Social,10,1,1,1,Standard,48.00
2201,A,2024-02-20,mobile,US,Paid Search,6,1,0,0,Standard,0
2202,B,2024-12-11,mobile,BR,Organic,5,1,1,1,Standard,12.00
2203,B,2024-11-27,mobile,IN,Paid Search,8,0,0,0,NULL,0
2204,A,2024-03-19,mobile,CA,Social,4,1,1,1,Standard,120.00
2205,A,2024-05-11,desktop,IN,Social,12,1,1,0,Standard,12.00
2206,A,2024-08-16,desktop,BR,Social,5,0,0,0,NULL,0
2207,A,2024-09-30,desktop,CA,Organic,14,1,0,0,Pro,0
2208,A,2024-06-25,desktop,UK,Email,14,1,0,0,Standard,0
2209,B,2024-03-06,mobile,CA,Social,8,1,0,0,Standard,0
2210,B,2024-02-14,mobile,CA,Referral,4,0,0,0,NULL,0
2211,A,2024-12-30,desktop,DE,Referral,10,1,0,0,Standard,0
2212,A,2024-06-30,mobile,IN,Organic,10,1,0,0,Standard,0
2213,B,2024-11-20,mobile,UK,Social,13,0,0,0,NULL,0
2214,A,2024-07-10,mobile,BR,Email,12,1,1,1,Standard,72.00
2215,A,2024-12-06,mobile,IN,Organic,7,1,0,0,Standard,0
2216,B,2024-02-07,mobile,US,Organic,9,1,1,0,Standard,12.00
2217,B,2024-02-18,desktop,US,Paid Search,6,1,1,1,Pro,264.00
2218,B,2024-12-08,mobile,CA,Email,13,0,0,0,NULL,0
2219,A,2024-12-14,desktop,US,Organic,12,1,1,0,Standard,12.00
2220,B,2024-05-08,mobile,UK,Email,13,1,1,0,Standard,12.00
2221,A,2024-05-23,mobile,DE,Referral,1,1,1,0,Pro,24.00
2222,A,2024-06-29,mobile,IN,Organic,12,1,0,0,Pro,0
2223,B,2024-06-15,desktop,US,Referral,10,1,0,0,Standard,0
2224,A,2024-03-20,desktop,BR,Paid Search,6,1,0,0,Standard,0
2225,B,2024-11-28,mobile,IN,Organic,13,1,0,0,Standard,0
2226,B,2024-04-14,mobile,US,Organic,7,1,0,0,Standard,0
2227,B,2024-09-26,mobile,IN,Organic,7,1,0,0,Pro,0
2228,A,2024-01-29,desktop,CA,Organic,8,1,0,0,Standard,0
