user_id,experiment,variant,assignment_date
4498,paywall_onboarding_v1,B,2024-07-14
4499,paywall_onboarding_v1,A,2024-11-14
4500,paywall_onboarding_v1,A,2024-10-17
4501,paywall_onboarding_v1,B,2024-01-09
4502,paywall_onboarding_v1,B,2024-06-30
4503,paywall_onboarding_v1,B,2024-08-27
4504,paywall_onboarding_v1,B,2024-07-02
4505,paywall_onboarding_v1,A,2024-02-25
4506,paywall_onboarding_v1,A,2024-06-08
4507,paywall_onboarding_v1,A,2024-06-14
4508,paywall_onboarding_v1,A,2024-03-19
4509,paywall_onboarding_v1,A,2024-10-13
4510,paywall_onboarding_v1,A,2024-05-11
4511,paywall_onboarding_v1,A,2024-08-16
4512,paywall_onboarding_v1,B,2024-07-22
4513,paywall_onboarding_v1,B,2024-11-21
4514,paywall_onboarding_v1,B,2024-02-21
4515,paywall_onboarding_v1,A,2024-02-18
4516,paywall_onboarding_v1,B,2024-05-02
4517,paywall_onboarding_v1,A,2024-06-21
4518,paywall_onboarding_v1,A,2024-05-02
4519,paywall_onboarding_v1,B,2024-10-15
4520,paywall_onboarding_v1,B,2024-04-11
4521,paywall_onboarding_v1,A,2024-02-06
4522,paywall_onboarding_v1,B,2024-06-14
4523,paywall_onboarding_v1,A,2024-10-18
4524,paywall_onboarding_v1,A,2024-11-13
4525,paywall_onboarding_v1,A,2024-10-05
4526,paywall_onboarding_v1,B,2024-08-06
4527,paywall_onboarding_v1,B,2024-10-02
4528,paywall_onboarding_v1,A,2024-09-18
4529,paywall_onboarding_v1,A,2024-04-07
4530,paywall_onboarding_v1,A,2024-08-03
4531,paywall_onboarding_v1,B,2024-10-17
4532,paywall_onboarding_v1,B,2024-05-09
4533,paywall_onboarding_v1,B,2024-09-08
4534,paywall_onboarding_v1,A,2024-07-09
4535,paywall_onboarding_v1,A,2024-07-17
4536,paywall_onboarding_v1,A,2024-02-08
4537,paywall_onboarding_v1,B,2024-09-12
4538,paywall_onboarding_v1,B,2024-11-18
4539,paywall_onboarding_v1,A,2024-02-29
4540,paywall_onboarding_v1,B,2024-05-28
4541,paywall_onboarding_v1,B,2024-01-22
4542,paywall_onboarding_v1,A,2024-01-13
4543,paywall_onboarding_v1,A,2024-12-27
4544,paywall_onboarding_v1,A,2024-07-14
4545,paywall_onboarding_v1,A,2024-05-24
4546,paywall_onboarding_v1,B,2024-04-23
4547,paywall_onboarding_v1,B,2024-12-24
4548,paywall_onboarding_v1,B,2024-04-14
4549,paywall_onboarding_v1,B,2024-10-02
4550,paywall_onboarding_v1,A,2024-04-26
4551,paywall_onboarding_v1,A,2024-01-31
4552,paywall_onboarding_v1,A,2024-09-18
4553,paywall_onboarding_v1,B,2024-01-01
4554,paywall_onboarding_v1,B,2024-09-16
4555,paywall_onboarding_v1,A,2024-04-13
4556,paywall_onboarding_v1,A,2024-10-09
4557,paywall_onboarding_v1,B,2024-10-17
4558,paywall_onboarding_v1,B,2024-10-02
4559,paywall_onboarding_v1,B,2024-01-11
4560,paywall_onboarding_v1,A,2024-09-25
4561,paywall_onboarding_v1,A,2024-12-27
4562,paywall_onboarding_v1,A,2024-04-10
4563,paywall_onboarding_v1,B,2024-04-23
4564,paywall_onboarding_v1,A,2024-11-01
4565,paywall_onboarding_v1,B,2024-03-08
4566,paywall_onboarding_v1,B,2024-09-10
4567,paywall_onboarding_v1,B,2024-10-12
4568,paywall_onboarding_v1,A,2024-01-17
4569,paywall_onboarding_v1,B,2024-08-04
4570,paywall_onboarding_v1,B,2024-08-12
4571,paywall_onboarding_v1,B,2024-05-04
4572,paywall_onboarding_v1,A,2024-11-21
4573,paywall_onboarding_v1,A,2024-03-09
4574,paywall_onboarding_v1,A,2024-05-27
4575,paywall_onboarding_v1,A,2024-11-12
4576,paywall_onboarding_v1,B,2024-03-20
4577,paywall_onboarding_v1,B,2024-11-03
4578,paywall_onboarding_v1,B,2024-02-03
4579,paywall_onboarding_v1,B,2024-07-12
4580,paywall_onboarding_v1,A,2024-02-02
4581,paywall_onboarding_v1,A,2024-09-16
4582,paywall_onboarding_v1,A,2024-10-24
4583,paywall_onboarding_v1,A,2024-11-13
4584,paywall_onboarding_v1,B,2024-12-25
4585,paywall_onboarding_v1,B,2024-09-14
4586,paywall_onboarding_v1,B,2024-10-17
4587,paywall_onboarding_v1,A,2024-07-18
4588,paywall_onboarding_v1,A,2024-12-03
4589,paywall_onboarding_v1,B,2024-09-05
4590,paywall_onboarding_v1,B,2024-11-23
4591,paywall_onboarding_v1,A,2024-04-07
4592,paywall_onboarding_v1,A,2024-07-15
4593,paywall_onboarding_v1,B,2024-10-04
4594,paywall_onboarding_v1,A,2024-03-25
4595,paywall_onboarding_v1,A,2024-03-29
4596,paywall_onboarding_v1,A,2024-12-24
4597,paywall_onboarding_v1,A,2024-06-22
4598,paywall_onboarding_v1,B,2024-03-17
4599,paywall_onboarding_v1,A,2024-05-15
4600,paywall_onboarding_v1,B,2024-06-08
4601,paywall_onboarding_v1,A,2024-08-28
4602,paywall_onboarding_v1,B,2024-12-06
4603,paywall_onboarding_v1,A,2024-12-26
4604,paywall_onboarding_v1,A,2024-09-07
4605,paywall_onboarding_v1,B,2024-09-24
4606,paywall_onboarding_v1,A,2024-05-11
4607,paywall_onboarding_v1,B,2024-11-15
4608,paywall_onboarding_v1,A,2024-03-31
4609,paywall_onboarding_v1,A,2024-02-15
4610,paywall_onboarding_v1,B,2024-12-22
4611,paywall_onboarding_v1,B,2024-11-17
4612,paywall_onboarding_v1,A,2024-05-04
4613,paywall_onboarding_v1,B,2024-09-15
4614,paywall_onboarding_v1,B,2024-07-04
4615,paywall_onboarding_v1,A,2024-05-11
4616,paywall_onboarding_v1,A,2024-04-27
4617,paywall_onboarding_v1,B,2024-02-27
4618,paywall_onboarding_v1,B,2024-08-03
4619,paywall_onboarding_v1,A,2024-06-26
4620,paywall_onboarding_v1,A,2024-07-20
4621,paywall_onboarding_v1,A,2024-03-30
4622,paywall_onboarding_v1,B,2024-12-11
4623,paywall_onboarding_v1,B,2024-09-03
4624,paywall_onboarding_v1,B,2024-11-28
4625,paywall_onboarding_v1,A,2024-02-16
4626,paywall_onboarding_v1,A,2024-08-28
4627,paywall_onboarding_v1,B,2024-11-12
4628,paywall_onboarding_v1,A,2024-05-14
4629,paywall_onboarding_v1,B,2024-03-22
4630,paywall_onboarding_v1,A,2024-04-19
4631,paywall_onboarding_v1,B,2024-04-22
4632,paywall_onboarding_v1,A,2024-06-27
4633,paywall_onboarding_v1,B,2024-05-13
4634,paywall_onboarding_v1,B,2024-04-21
4635,paywall_onboarding_v1,B,2024-09-06
4636,paywall_onboarding_v1,A,2024-01-23
4637,paywall_onboarding_v1,A,2024-05-18
4638,paywall_onboarding_v1,B,2024-09-20
4639,paywall_onboarding_v1,B,2024-03-14
4640,paywall_onboarding_v1,B,2024-04-02
4641,paywall_onboarding_v1,A,2024-03-25
4642,paywall_onboarding_v1,B,2024-01-01
4643,paywall_onboarding_v1,B,2024-07-07
4644,paywall_onboarding_v1,A,2024-01-17
4645,paywall_onboarding_v1,B,2024-04-22
4646,paywall_onboarding_v1,B,2024-12-29
4647,paywall_onboarding_v1,A,2024-12-05
4648,paywall_onboarding_v1,B,2024-03-30
4649,paywall_onboarding_v1,B,2024-05-06
4650,paywall_onboarding_v1,A,2024-07-03
4651,paywall_onboarding_v1,A,2024-11-11
4652,paywall_onboarding_v1,A,2024-10-28
4653,paywall_onboarding_v1,A,2024-02-23
4654,paywall_onboarding_v1,A,2024-02-22
4655,paywall_onboarding_v1,A,2024-06-16
4656,paywall_onboarding_v1,A,2024-11-19
4657,paywall_onboarding_v1,A,2024-11-23
4658,paywall_onboarding_v1,A,2024-02-15
4659,paywall_onboarding_v1,A,2024-08-12
4660,paywall_onboarding_v1,A,2024-03-06
4661,paywall_onboarding_v1,B,2024-09-19
4662,paywall_onboarding_v1,A,2024-12-04
4663,paywall_onboarding_v1,B,2024-06-30
4664,paywall_onboarding_v1,B,2024-02-05
4665,paywall_onboarding_v1,B,2024-08-13
4666,paywall_onboarding_v1,A,2024-06-12
4667,paywall_onboarding_v1,A,2024-10-31
4668,paywall_onboarding_v1,A,2024-05-18
4669,paywall_onboarding_v1,B,2024-11-21
4670,paywall_onboarding_v1,A,2024-04-22
4671,paywall_onboarding_v1,B,2024-03-07
4672,paywall_onboarding_v1,B,2024-05-05
4673,paywall_onboarding_v1,A,2024-01-16
4674,paywall_onboarding_v1,B,2024-04-25
4675,paywall_onboarding_v1,B,2024-09-10
4676,paywall_onboarding_v1,A,2024-03-01
4677,paywall_onboarding_v1,B,2024-02-17
4678,paywall_onboarding_v1,B,2024-02-26
4679,paywall_onboarding_v1,B,2024-02-03
4680,paywall_onboarding_v1,A,2024-11-20
4681,paywall_onboarding_v1,B,2024-12-13
4682,paywall_onboarding_v1,B,2024-01-21
4683,paywall_onboarding_v1,A,2024-10-14
4684,paywall_onboarding_v1,B,2024-10-06
4685,paywall_onboarding_v1,B,2024-12-30
4686,paywall_onboarding_v1,B,2024-05-21
4687,paywall_onboarding_v1,B,2024-04-27
4688,paywall_onboarding_v1,B,2024-06-29
4689,paywall_onboarding_v1,B,2024-11-15
4690,paywall_onboarding_v1,B,2024-10-03
4691,paywall_onboarding_v1,B,2024-07-06
4692,paywall_onboarding_v1,A,2024-04-11
4693,paywall_onboarding_v1,B,2024-10-03
4694,paywall_onboarding_v1,A,2024-11-14
4695,paywall_onboarding_v1,A,2024-06-09
4696,paywall_onboarding_v1,B,2024-09-13
4697,paywall_onboarding_v1,A,2024-06-10
4698,paywall_onboarding_v1,B,2024-07-08
4699,paywall_onboarding_v1,B,2024-07-25
4700,paywall_onboarding_v1,A,2024-10-19
4701,paywall_onboarding_v1,A,2024-12-23
4702,paywall_onboarding_v1,A,2024-06-26
4703,paywall_onboarding_v1,B,2024-05-19
4704,paywall_onboarding_v1,B,2024-05-30
4705,paywall_onboarding_v1,B,2024-02-26
4706,paywall_onboarding_v1,B,2024-05-01
4707,paywall_onboarding_v1,A,2024-02-06
4708,paywall_onboarding_v1,B,2024-06-20
4709,paywall_onboarding_v1,B,2024-03-11
4710,paywall_onboarding_v1,A,2024-05-20
4711,paywall_onboarding_v1,A,2024-10-25
4712,paywall_onboarding_v1,B,2024-04-11
4713,paywall_onboarding_v1,A,2024-08-25
4714,paywall_onboarding_v1,A,2024-11-29
4715,paywall_onboarding_v1,A,2024-08-09
4716,paywall_onboarding_v1,B,2024-03-21
4717,paywall_onboarding_v1,A,2024-05-20
4718,paywall_onboarding_v1,A,2024-08-17
4719,paywall_onboarding_v1,B,2024-07-18
4720,paywall_onboarding_v1,A,2024-03-03
4721,paywall_onboarding_v1,A,2024-06-27
4722,paywall_onboarding_v1,A,2024-07-31
4723,paywall_onboarding_v1,B,2024-04-20
4724,paywall_onboarding_v1,A,2024-08-25
4725,paywall_onboarding_v1,B,2024-01-31
4726,paywall_onboarding_v1,A,2024-05-16
4727,paywall_onboarding_v1,B,2024-10-29
4728,paywall_onboarding_v1,B,2024-04-17
4729,paywall_onboarding_v1,A,2024-08-22
4730,paywall_onboarding_v1,B,2024-06-13
4731,paywall_onboarding_v1,A,2024-05-09
4732,paywall_onboarding_v1,B,2024-12-04
4733,paywall_onboarding_v1,B,2024-05-19
4734,paywall_onboarding_v1,A,2024-04-08
4735,paywall_onboarding_v1,B,2024-12-02
4736,paywall_onboarding_v1,A,2024-10-09
4737,paywall_onboarding_v1,A,2024-09-18
4738,paywall_onboarding_v1,B,2024-01-22
4739,paywall_onboarding_v1,B,2024-02-25
4740,paywall_onboarding_v1,B,2024-09-03
4741,paywall_onboarding_v1,A,2024-03-28
4742,paywall_onboarding_v1,B,2024-04-03
4743,paywall_onboarding_v1,A,2024-10-20
4744,paywall_onboarding_v1,A,2024-04-27
4745,paywall_onboarding_v1,B,2024-01-31
4746,paywall_onboarding_v1,B,2024-01-16
4747,paywall_onboarding_v1,A,2024-06-25
4748,paywall_onboarding_v1,B,2024-08-27
4749,paywall_onboarding_v1,A,2024-11-19
4750,paywall_onboarding_v1,A,2024-02-17
4751,paywall_onboarding_v1,B,2024-03-23
4752,paywall_onboarding_v1,B,2024-07-27
4753,paywall_onboarding_v1,A,2024-05-27
4754,paywall_onboarding_v1,A,2024-07-10
4755,paywall_onboarding_v1,B,2024-12-06
4756,paywall_onboarding_v1,B,2024-08-01
4757,paywall_onboarding_v1,B,2024-06-15
4758,paywall_onboarding_v1,B,2024-12-27
4759,paywall_onboarding_v1,B,2024-01-29
4760,paywall_onboarding_v1,B,2024-12-09
4761,paywall_onboarding_v1,B,2024-07-17
4762,paywall_onboarding_v1,B,2024-07-17
4763,paywall_onboarding_v1,B,2024-12-06
4764,paywall_onboarding_v1,A,2024-07-18
4765,paywall_onboarding_v1,B,2024-06-24
4766,paywall_onboarding_v1,A,2024-04-22
4767,paywall_onboarding_v1,A,2024-09-10
4768,paywall_onboarding_v1,A,2024-08-10
4769,paywall_onboarding_v1,A,2024-03-30
4770,paywall_onboarding_v1,B,2024-09-27
4771,paywall_onboarding_v1,A,2024-09-05
4772,paywall_onboarding_v1,B,2024-06-08
4773,paywall_onboarding_v1,A,2024-01-02
4774,paywall_onboarding_v1,A,2024-06-26
4775,paywall_onboarding_v1,A,2024-01-03
4776,paywall_onboarding_v1,B,2024-02-01
4777,paywall_onboarding_v1,B,2024-06-21
4778,paywall_onboarding_v1,A,2024-02-05
4779,paywall_onboarding_v1,A,2024-04-23
4780,paywall_onboarding_v1,A,2024-09-09
4781,paywall_onboarding_v1,A,2024-05-06
4782,paywall_onboarding_v1,B,2024-12-30
4783,paywall_onboarding_v1,B,2024-12-04
4784,paywall_onboarding_v1,A,2024-08-15
4785,paywall_onboarding_v1,B,2024-12-20
4786,paywall_onboarding_v1,A,2024-11-19
4787,paywall_onboarding_v1,B,2024-05-10
4788,paywall_onboarding_v1,A,2024-10-10
4789,paywall_onboarding_v1,B,2024-02-27
4790,paywall_onboarding_v1,B,2024-09-18
4791,paywall_onboarding_v1,B,2024-07-13
4792,paywall_onboarding_v1,B,2024-01-08
4793,paywall_onboarding_v1,B,2024-04-23
4794,paywall_onboarding_v1,A,2024-12-16
4795,paywall_onboarding_v1,A,2024-05-08
4796,paywall_onboarding_v1,B,2024-03-17
4797,paywall_onboarding_v1,A,2024-03-19
4798,paywall_onboarding_v1,B,2024-07-09
4799,paywall_onboarding_v1,A,2024-11-10
4800,paywall_onboarding_v1,B,2024-10-13
4801,paywall_onboarding_v1,B,2024-06-23
4802,paywall_onboarding_v1,A,2024-03-28
4803,paywall_onboarding_v1,A,2024-01-20
4804,paywall_onboarding_v1,A,2024-07-02
4805,paywall_onboarding_v1,A,2024-11-01
4806,paywall_onboarding_v1,B,2024-10-04
4807,paywall_onboarding_v1,B,2024-06-12
4808,paywall_onboarding_v1,A,2024-08-19
4809,paywall_onboarding_v1,B,2024-06-23
4810,paywall_onboarding_v1,B,2024-08-13
4811,paywall_onboarding_v1,A,2024-07-22
4812,paywall_onboarding_v1,A,2024-09-17
4813,paywall_onboarding_v1,A,2024-07-19
4814,paywall_onboarding_v1,A,2024-12-12
4815,paywall_onboarding_v1,B,2024-06-20
4816,paywall_onboarding_v1,B,2024-01-07
4817,paywall_onboarding_v1,B,2024-04-08
4818,paywall_onboarding_v1,A,2024-07-16
4819,paywall_onboarding_v1,B,2024-07-31
4820,paywall_onboarding_v1,A,2024-08-04
4821,paywall_onboarding_v1,B,2024-09-29
4822,paywall_onboarding_v1,A,2024-04-23
4823,paywall_onboarding_v1,B,2024-09-12
4824,paywall_onboarding_v1,B,2024-09-25
4825,paywall_onboarding_v1,A,2024-06-13
4826,paywall_onboarding_v1,B,2024-06-10
4827,paywall_onboarding_v1,A,2024-03-16
4828,paywall_onboarding_v1,A,2024-06-14
4829,paywall_onboarding_v1,A,2024-10-23
4830,paywall_onboarding_v1,B,2024-12-02
4831,paywall_onboarding_v1,A,2024-08-18
4832,paywall_onboarding_v1,B,2024-05-02
4833,paywall_onboarding_v1,B,2024-09-18
4834,paywall_onboarding_v1,B,2024-10-07
4835,paywall_onboarding_v1,A,2024-05-15
4836,paywall_onboarding_v1,A,2024-11-05
4837,paywall_onboarding_v1,B,2024-02-01
4838,paywall_onboarding_v1,A,2024-01-05
4839,paywall_onboarding_v1,B,2024-02-22
4840,paywall_onboarding_v1,B,2024-03-06
4841,paywall_onboarding_v1,B,2024-11-22
4842,paywall_onboarding_v1,B,2024-06-19
4843,paywall_onboarding_v1,B,2024-04-23
4844,paywall_onboarding_v1,B,2024-06-20
4845,paywall_onboarding_v1,A,2024-06-07
4846,paywall_onboarding_v1,B,2024-05-03
4847,paywall_onboarding_v1,B,2024-02-28
4848,paywall_onboarding_v1,A,2024-09-09
4849,paywall_onboarding_v1,A,2024-02-27
4850,paywall_onboarding_v1,B,2024-10-19
4851,paywall_onboarding_v1,A,2024-03-25
4852,paywall_onboarding_v1,B,2024-10-04
4853,paywall_onboarding_v1,A,2024-10-29
4854,paywall_onboarding_v1,B,2024-02-23
4855,paywall_onboarding_v1,B,2024-02-07
4856,paywall_onboarding_v1,B,2024-12-15
4857,paywall_onboarding_v1,A,2024-07-03
4858,paywall_onboarding_v1,A,2024-08-31
4859,paywall_onboarding_v1,A,2024-01-10
4860,paywall_onboarding_v1,A,2024-04-24
4861,paywall_onboarding_v1,A,2024-07-18
4862,paywall_onboarding_v1,B,2024-11-24
4863,paywall_onboarding_v1,B,2024-04-22
4864,paywall_onboarding_v1,B,2024-10-19
4865,paywall_onboarding_v1,A,2024-09-11
4866,paywall_onboarding_v1,B,2024-02-19
4867,paywall_onboarding_v1,A,2024-04-30
4868,paywall_onboarding_v1,A,2024-04-08
4869,paywall_onboarding_v1,B,2024-06-25
4870,paywall_onboarding_v1,A,2024-09-02
4871,paywall_onboarding_v1,B,2024-06-22
4872,paywall_onboarding_v1,A,2024-04-11
4873,paywall_onboarding_v1,A,2024-09-23
4874,paywall_onboarding_v1,A,2024-08-15
4875,paywall_onboarding_v1,A,2024-07-23
4876,paywall_onboarding_v1,A,2024-08-05
4877,paywall_onboarding_v1,B,2024-04-02
4878,paywall_onboarding_v1,A,2024-09-17
4879,paywall_onboarding_v1,A,2024-06-05
4880,paywall_onboarding_v1,A,2024-05-27
4881,paywall_onboarding_v1,A,2024-03-04
4882,paywall_onboarding_v1,A,2024-08-19
4883,paywall_onboarding_v1,A,2024-08-21
4884,paywall_onboarding_v1,A,2024-05-18
4885,paywall_onboarding_v1,A,2024-11-16
4886,paywall_onboarding_v1,B,2024-11-11
4887,paywall_onboarding_v1,B,2024-02-16
4888,paywall_onboarding_v1,A,2024-09-22
4889,paywall_onboarding_v1,A,2024-06-07
4890,paywall_onboarding_v1,A,2024-12-30
4891,paywall_onboarding_v1,B,2024-04-03
4892,paywall_onboarding_v1,B,2024-04-25
4893,paywall_onboarding_v1,A,2024-06-25
4894,paywall_onboarding_v1,A,2024-04-20
4895,paywall_onboarding_v1,A,2024-09-21
4896,paywall_onboarding_v1,A,2024-07-09
4897,paywall_onboarding_v1,B,2024-04-02
4898,paywall_onboarding_v1,B,2024-07-18
4899,paywall_onboarding_v1,A,2024-11-25
4900,paywall_onboarding_v1,B,2024-10-25
4901,paywall_onboarding_v1,B,2024-07-16
4902,paywall_onboarding_v1,A,2024-04-28
4903,paywall_onboarding_v1,A,2024-03-16
4904,paywall_onboarding_v1,B,2024-11-22
4905,paywall_onboarding_v1,A,2024-09-27
4906,paywall_onboarding_v1,A,2024-08-11
4907,paywall_onboarding_v1,B,2024-11-22
4908,paywall_onboarding_v1,A,2024-02-21
4909,paywall_onboarding_v1,B,2024-09-18
4910,paywall_onboarding_v1,A,2024-03-31
4911,paywall_onboarding_v1,B,2024-02-21
4912,paywall_onboarding_v1,A,2024-07-03
4913,paywall_onboarding_v1,B,2024-06-05
4914,paywall_onboarding_v1,A,2024-12-12
4915,paywall_onboarding_v1,B,2024-05-12
4916,paywall_onboarding_v1,A,2024-11-01
4917,paywall_onboarding_v1,B,2024-10-10
4918,paywall_onboarding_v1,A,2024-09-13
4919,paywall_onboarding_v1,A,2024-12-05
4920,paywall_onboarding_v1,B,2024-06-12
4921,paywall_onboarding_v1,A,2024-06-05
4922,paywall_onboarding_v1,A,2024-03-08
4923,paywall_onboarding_v1,B,2024-04-23
4924,paywall_onboarding_v1,A,2024-11-22
4925,paywall_onboarding_v1,A,2024-07-07
4926,paywall_onboarding_v1,A,2024-05-18
4927,paywall_onboarding_v1,B,2024-03-31
4928,paywall_onboarding_v1,A,2024-07-10
4929,paywall_onboarding_v1,A,2024-09-30
4930,paywall_onboarding_v1,A,2024-04-27
4931,paywall_onboarding_v1,B,2024-10-13
4932,paywall_onboarding_v1,A,2024-08-31
4933,paywall_onboarding_v1,B,2024-10-23
4934,paywall_onboarding_v1,A,2024-04-13
4935,paywall_onboarding_v1,A,2024-08-31
4936,paywall_onboarding_v1,B,2024-03-05
4937,paywall_onboarding_v1,A,2024-05-27
4938,paywall_onboarding_v1,A,2024-10-02
4939,paywall_onboarding_v1,A,2024-08-31
4940,paywall_onboarding_v1,A,2024-03-19
4941,paywall_onboarding_v1,A,2024-11-15
4942,paywall_onboarding_v1,B,2024-01-23
4943,paywall_onboarding_v1,B,2024-08-19
4944,paywall_onboarding_v1,A,2024-12-25
4945,paywall_onboarding_v1,A,2024-07-27
4946,paywall_onboarding_v1,A,2024-10-28
4947,paywall_onboarding_v1,B,2024-08-19
4948,paywall_onboarding_v1,A,2024-10-22
4949,paywall_onboarding_v1,B,2024-09-09
4950,paywall_onboarding_v1,A,2024-09-21
4951,paywall_onboarding_v1,A,2024-04-04
4952,paywall_onboarding_v1,B,2024-10-08
4953,paywall_onboarding_v1,A,2024-04-08
4954,paywall_onboarding_v1,A,2024-12-24
4955,paywall_onboarding_v1,B,2024-04-04
4956,paywall_onboarding_v1,A,2024-04-08
4957,paywall_onboarding_v1,A,2024-11-15
4958,paywall_onboarding_v1,A,2024-04-10
4959,paywall_onboarding_v1,A,2024-05-26
4960,paywall_onboarding_v1,B,2024-09-29
4961,paywall_onboarding_v1,A,2024-03-07
4962,paywall_onboarding_v1,B,2024-03-07
4963,paywall_onboarding_v1,B,2024-07-11
4964,paywall_onboarding_v1,A,2024-04-10
4965,paywall_onboarding_v1,B,2024-04-07
4966,paywall_onboarding_v1,A,2024-01-04
4967,paywall_onboarding_v1,B,2024-05-29
4968,paywall_onboarding_v1,B,2024-05-09
4969,paywall_onboarding_v1,A,2024-01-14
4970,paywall_onboarding_v1,B,2024-08-28
4971,paywall_onboarding_v1,A,2024-08-30
4972,paywall_onboarding_v1,A,2024-01-31
4973,paywall_onboarding_v1,B,2024-05-09
4974,paywall_onboarding_v1,A,2024-11-20
4975,paywall_onboarding_v1,B,2024-08-14
4976,paywall_onboarding_v1,B,2024-06-14
4977,paywall_onboarding_v1,A,2024-07-03
4978,paywall_onboarding_v1,A,2024-03-27
4979,paywall_onboarding_v1,A,2024-10-31
4980,paywall_onboarding_v1,B,2024-12-03
4981,paywall_onboarding_v1,B,2024-12-02
4982,paywall_onboarding_v1,A,2024-04-03
4983,paywall_onboarding_v1,A,2024-05-07
4984,paywall_onboarding_v1,A,2024-03-08
4985,paywall_onboarding_v1,A,2024-05-05
4986,paywall_onboarding_v1,A,2024-05-15
4987,paywall_onboarding_v1,A,2024-09-01
4988,paywall_onboarding_v1,A,2024-03-20
4989,paywall_onboarding_v1,A,2024-12-05
4990,paywall_onboarding_v1,A,2024-02-13
4991,paywall_onboarding_v1,B,2024-01-03
4992,paywall_onboarding_v1,B,2024-11-14
4993,paywall_onboarding_v1,A,2024-09-25
4994,paywall_onboarding_v1,B,2024-05-23
4995,paywall_onboarding_v1,A,2024-08-19
4996,paywall_onboarding_v1,A,2024-04-03
4997,paywall_onboarding_v1,B,2024-03-11
4998,paywall_onboarding_v1,B,2024-07-05
4999,paywall_onboarding_v1,B,2024-05-23
5000,paywall_onboarding_v1,A,2024-08-26
5001,paywall_onboarding_v1,B,2024-04-01
5002,paywall_onboarding_v1,B,2024-09-11
5003,paywall_onboarding_v1,A,2024-10-16
5004,paywall_onboarding_v1,B,2024-03-11
5005,paywall_onboarding_v1,B,2024-01-19
5006,paywall_onboarding_v1,B,2024-06-24
5007,paywall_onboarding_v1,B,2024-10-19
5008,paywall_onboarding_v1,A,2024-09-07
5009,paywall_onboarding_v1,A,2024-09-24
5010,paywall_onboarding_v1,B,2024-06-11
5011,paywall_onboarding_v1,A,2024-04-07
5012,paywall_onboarding_v1,B,2024-07-27
5013,paywall_onboarding_v1,A,2024-03-26
5014,paywall_onboarding_v1,A,2024-10-03
5015,paywall_onboarding_v1,B,2024-03-23
5016,paywall_onboarding_v1,B,2024-04-29
5017,paywall_onboarding_v1,B,2024-07-18
5018,paywall_onboarding_v1,B,2024-07-11
5019,paywall_onboarding_v1,B,2024-08-21
5020,paywall_onboarding_v1,A,2024-06-23
5021,paywall_onboarding_v1,A,2024-12-05
5022,paywall_onboarding_v1,B,2024-11-09
5023,paywall_onboarding_v1,A,2024-11-22
5024,paywall_onboarding_v1,A,2024-08-31
5025,paywall_onboarding_v1,B,2024-09-02
5026,paywall_onboarding_v1,A,2024-08-24
5027,paywall_onboarding_v1,A,2024-06-22
5028,paywall_onboarding_v1,A,2024-05-11
5029,paywall_onboarding_v1,A,2024-08-18
5030,paywall_onboarding_v1,B,2024-01-11
5031,paywall_onboarding_v1,A,2024-01-03
5032,paywall_onboarding_v1,A,2024-11-13
5033,paywall_onboarding_v1,B,2024-01-20
5034,paywall_onboarding_v1,A,2024-07-25
5035,paywall_onboarding_v1,B,2024-08-26
5036,paywall_onboarding_v1,A,2024-03-23
5037,paywall_onboarding_v1,B,2024-11-27
5038,paywall_onboarding_v1,A,2024-03-20
5039,paywall_onboarding_v1,A,2024-11-24
5040,paywall_onboarding_v1,B,2024-10-15
5041,paywall_onboarding_v1,B,2024-04-09
5042,paywall_onboarding_v1,B,2024-03-04
5043,paywall_onboarding_v1,B,2024-05-09
5044,paywall_onboarding_v1,A,2024-06-09
5045,paywall_onboarding_v1,A,2024-04-11
5046,paywall_onboarding_v1,B,2024-12-30
5047,paywall_onboarding_v1,B,2024-04-05
5048,paywall_onboarding_v1,A,2024-11-06
5049,paywall_onboarding_v1,A,2024-03-07
5050,paywall_onboarding_v1,B,2024-12-24
5051,paywall_onboarding_v1,B,2024-04-03
5052,paywall_onboarding_v1,A,2024-06-18
5053,paywall_onboarding_v1,B,2024-08-06
5054,paywall_onboarding_v1,A,2024-02-21
5055,paywall_onboarding_v1,B,2024-11-02
5056,paywall_onboarding_v1,A,2024-04-23
5057,paywall_onboarding_v1,B,2024-08-02
5058,paywall_onboarding_v1,B,2024-08-03
5059,paywall_onboarding_v1,A,2024-08-21
5060,paywall_onboarding_v1,A,2024-01-24
5061,paywall_onboarding_v1,B,2024-03-12
5062,paywall_onboarding_v1,A,2024-03-08
5063,paywall_onboarding_v1,B,2024-05-03
5064,paywall_onboarding_v1,B,2024-03-02
5065,paywall_onboarding_v1,A,2024-12-06
5066,paywall_onboarding_v1,B,2024-07-21
5067,paywall_onboarding_v1,B,2024-08-29
5068,paywall_onboarding_v1,B,2024-05-24
5069,paywall_onboarding_v1,B,2024-04-23
5070,paywall_onboarding_v1,A,2024-07-17
5071,paywall_onboarding_v1,A,2024-04-30
5072,paywall_onboarding_v1,B,2024-05-19
5073,paywall_onboarding_v1,A,2024-06-29
5074,paywall_onboarding_v1,A,2024-07-18
5075,paywall_onboarding_v1,A,2024-12-25
5076,paywall_onboarding_v1,A,2024-04-02
5077,paywall_onboarding_v1,A,2024-07-12
5078,paywall_onboarding_v1,B,2024-03-04
5079,paywall_onboarding_v1,B,2024-05-22
