user_id,signup_date,acquisition_channel,country,device,pre_engagement_7d
6929,2024-05-06,Organic,US,mobile,8
6930,2024-12-23,Paid Search,US,mobile,5
6931,2024-04-10,Organic,UK,desktop,8
6932,2024-10-02,Organic,IN,mobile,5
6933,2024-08-11,Paid Search,BR,desktop,6
6934,2024-09-23,Email,US,desktop,7
6935,2024-09-05,Organic,US,mobile,12
6936,2024-09-26,Social,US,mobile,8
6937,2024-12-01,Email,US,mobile,9
6938,2024-08-08,Paid Search,IN,desktop,5
6939,2024-01-30,Paid Search,US,desktop,16
6940,2024-04-21,Paid Search,US,mobile,9
6941,2024-09-26,Social,IN,desktop,7
6942,2024-07-14,Organic,US,mobile,11
6943,2024-08-02,Organic,US,mobile,11
6944,2024-08-19,Paid Search,US,desktop,7
6945,2024-06-03,Paid Search,BR,mobile,6
6946,2024-10-18,Organic,DE,desktop,9
6947,2024-10-02,Social,US,desktop,8
6948,2024-09-29,Organic,US,desktop,7
6949,2024-09-29,Organic,UK,mobile,10
6950,2024-11-26,Social,DE,desktop,8
6951,2024-08-19,Social,IN,mobile,9
6952,2024-12-20,Organic,IN,mobile,7
6953,2024-02-20,Social,UK,desktop,5
6954,2024-09-01,Social,UK,mobile,11
6955,2024-09-30,Organic,DE,desktop,9
6956,2024-07-08,Paid Search,UK,desktop,8
6957,2024-04-28,Organic,US,desktop,8
6958,2024-08-03,Paid Search,BR,desktop,3
6959,2024-05-27,Paid Search,IN,mobile,10
6960,2024-12-02,Social,US,desktop,18
6961,2024-05-24,Social,UK,mobile,7
6962,2024-03-14,Referral,DE,mobile,9
6963,2024-08-12,Social,UK,mobile,11
6964,2024-06-08,Email,US,mobile,8
6965,2024-02-10,Referral,IN,desktop,6
6966,2024-08-08,Email,CA,mobile,11
6967,2024-07-30,Email,IN,mobile,11
6968,2024-03-13,Paid Search,US,mobile,11
6969,2024-08-20,Email,BR,desktop,7
6970,2024-08-09,Email,US,mobile,14
6971,2024-10-18,Paid Search,US,mobile,4
6972,2024-05-26,Referral,,mobile,6
6973,2024-04-12,Paid Search,US,desktop,4
6974,2024-12-15,Organic,DE,desktop,12
6975,2024-08-07,Referral,CA,mobile,5
6976,2024-01-12,Paid Search,IN,desktop,16
6977,2024-11-03,Referral,IN,mobile,9
6978,2024-03-23,Organic,CA,desktop,13
6979,2024-10-23,Paid Search,CA,mobile,6
6980,2024-09-25,Referral,UK,mobile,10
6981,2024-12-21,Email,UK,desktop,7
6982,2024-12-19,Paid Search,DE,mobile,7
6983,2024-04-23,Organic,US,desktop,6
6984,2024-10-16,Paid Search,US,mobile,5
6985,2024-05-09,Paid Search,US,mobile,11
6986,2024-08-30,Organic,US,mobile,11
6987,2024-08-20,Organic,US,desktop,14
6988,2024-01-24,Referral,UK,mobile,11
6989,2024-01-03,Paid Search,IN,mobile,2
6990,2024-01-25,Social,US,mobile,12
6991,2024-02-24,Paid Search,DE,desktop,11
6992,2024-04-16,Email,IN,mobile,13
6993,2024-12-01,Organic,US,mobile,11
6994,2024-07-23,Paid Search,DE,mobile,8
6995,2024-10-26,Paid Search,IN,mobile,8
6996,2024-11-09,Organic,IN,mobile,11
6997,2024-10-06,Email,UK,desktop,4
6998,2024-06-06,Organic,BR,desktop,10
6999,2024-11-17,Organic,UK,mobile,6
7000,2024-10-08,Social,DE,mobile,17
7001,2024-10-08,Paid Search,BR,desktop,6
7002,2024-11-29,Referral,DE,mobile,7
7003,2024-08-20,Paid Search,UK,desktop,12
7004,2024-07-26,Social,IN,mobile,3
7005,2024-11-26,Social,US,mobile,9
7006,2024-06-29,Paid Search,UK,mobile,6
7007,2024-10-31,Paid Search,IN,desktop,3
7008,2024-01-24,Social,IN,desktop,12
7009,2024-01-01,Referral,CA,desktop,9
7010,2024-07-26,Referral,CA,desktop,10
7011,2024-02-01,Organic,US,mobile,15
7012,2024-12-23,Paid Search,UK,mobile,13
7013,2024-01-03,Social,BR,desktop,9
7014,2024-09-30,Paid Search,DE,mobile,7
7015,2024-04-10,Organic,US,mobile,6
7016,2024-12-20,Organic,DE,desktop,8
7017,2024-06-03,Organic,DE,mobile,4
7018,2024-01-12,Social,US,mobile,9
7019,2024-01-12,Organic,BR,mobile,7
7020,2024-08-04,Organic,IN,mobile,3
7021,2024-12-26,Social,CA,mobile,8
7022,2024-12-24,Organic,US,desktop,8
7023,2024-05-17,Social,US,mobile,8
7024,2024-07-10,Social,IN,desktop,6
7025,2024-02-12,Referral,US,mobile,14
7026,2024-07-24,Paid Search,IN,desktop,11
7027,2024-08-20,Paid Search,US,desktop,7
7028,2024-04-13,Organic,US,desktop,16
7029,2024-08-25,Paid Search,UK,mobile,7
7030,2024-11-28,Organic,IN,mobile,15
7031,2024-01-01,Paid Search,US,desktop,9
7032,2024-04-05,Paid Search,US,desktop,6
7033,2024-03-28,Organic,US,desktop,7
7034,2024-02-22,Paid Search,US,mobile,4
7035,2024-03-11,Paid Search,BR,mobile,8
7036,2024-08-29,Social,CA,mobile,9
7037,2024-02-13,Email,US,desktop,8
7038,2024-10-07,Referral,BR,desktop,10
7039,2024-11-25,Email,DE,desktop,7
7040,2024-12-07,Paid Search,DE,desktop,10
7041,2024-09-10,Social,CA,desktop,9
7042,2024-03-23,Organic,CA,mobile,4
7043,2024-02-06,Organic,IN,mobile,7
7044,2024-04-06,Referral,US,desktop,9
7045,2024-12-18,Social,IN,desktop,10
7046,2024-12-18,Paid Search,CA,mobile,6
7047,2024-06-03,Organic,US,desktop,8
7048,2024-05-13,Social,,mobile,5
7049,2024-07-19,Organic,US,desktop,4
7050,2024-04-29,Organic,CA,mobile,9
7051,2024-12-24,Paid Search,UK,mobile,5
7052,2024-04-02,Paid Search,IN,desktop,6
7053,2024-05-29,Organic,US,mobile,9
7054,2024-06-20,Organic,IN,desktop,13
7055,2024-02-22,Paid Search,US,mobile,4
7056,2024-06-03,Social,US,mobile,8
7057,2024-11-15,Social,US,desktop,9
7058,2024-02-29,Paid Search,US,mobile,14
7059,2024-08-15,Paid Search,US,desktop,6
7060,2024-06-12,Social,US,mobile,7
7061,2024-03-12,Email,DE,desktop,11
7062,2024-01-06,Email,US,desktop,11
7063,2024-04-22,Referral,CA,mobile,9
7064,2024-01-27,Email,IN,mobile,13
7065,2024-06-01,Paid Search,US,mobile,10
7066,2024-10-30,Paid Search,IN,mobile,9
7067,2024-10-01,Paid Search,UK,mobile,10
7068,2024-12-14,Organic,US,mobile,5
7069,2024-06-19,Paid Search,US,mobile,8
7070,2024-09-26,Organic,US,mobile,9
7071,2024-09-12,Paid Search,CA,desktop,8
7072,2024-03-31,Organic,US,desktop,13
7073,2024-05-04,Social,UK,mobile,7
7074,2024-07-27,Social,US,mobile,10
7075,2024-10-26,Organic,IN,mobile,7
7076,2024-07-02,Paid Search,US,mobile,11
7077,2024-04-04,Paid Search,IN,mobile,5
7078,2024-12-28,Organic,DE,mobile,7
7079,2024-02-19,Paid Search,CA,mobile,11
7080,2024-12-17,Social,IN,mobile,14
7081,2024-10-30,Email,US,mobile,7
7082,2024-11-09,Paid Search,CA,mobile,6
7083,2024-10-25,Paid Search,,mobile,8
7084,2024-03-27,Paid Search,US,mobile,11
7085,2024-09-01,Social,BR,mobile,11
7086,2024-10-13,Paid Search,IN,mobile,11
7087,2024-10-09,Social,DE,mobile,6
7088,2024-04-22,Organic,IN,desktop,7
7089,2024-03-17,Organic,IN,mobile,12
7090,2024-05-13,Social,US,mobile,5
7091,2024-07-09,Organic,US,mobile,13
7092,2024-08-11,Social,US,desktop,15
7093,2024-11-08,Paid Search,CA,desktop,7
7094,2024-10-17,Social,US,desktop,8
7095,2024-09-16,Email,US,mobile,7
7096,2024-04-18,Paid Search,DE,desktop,7
7097,2024-07-08,Organic,BR,desktop,2
7098,2024-05-16,Referral,IN,mobile,3
7099,2024-04-07,Paid Search,US,mobile,9
7100,2024-01-05,Organic,US,desktop,13
7101,2024-05-17,Paid Search,UK,mobile,9
7102,2024-04-16,Social,CA,mobile,9
7103,2024-08-11,Organic,UK,desktop,10
7104,2024-01-27,Organic,DE,mobile,13
7105,2024-04-21,Social,IN,mobile,12
7106,2024-01-20,Social,,desktop,7
7107,2024-09-04,Paid Search,UK,desktop,10
7108,2024-08-09,Paid Search,CA,mobile,9
7109,2024-05-17,Paid Search,UK,desktop,11
7110,2024-03-03,Social,US,desktop,10
7111,2024-12-17,Organic,DE,mobile,8
7112,2024-08-15,Paid Search,US,mobile,10
7113,2024-09-17,Organic,US,desktop,10
7114,2024-07-27,Organic,,desktop,10
7115,2024-10-29,Organic,US,mobile,9
7116,2024-11-27,Organic,BR,mobile,4
7117,2024-06-03,Organic,DE,mobile,6
7118,2024-09-20,Organic,UK,desktop,5
7119,2024-04-05,Social,DE,desktop,15
7120,2024-09-07,Referral,CA,desktop,7
7121,2024-06-09,Referral,UK,desktop,6
7122,2024-01-03,Paid Search,IN,desktop,11
7123,2024-12-17,Email,CA,desktop,8
7124,2024-11-19,Paid Search,US,desktop,7
7125,2024-04-29,Referral,UK,mobile,9
7126,2024-12-30,Social,,mobile,7
7127,2024-05-09,Paid Search,DE,mobile,11
7128,2024-07-01,Paid Search,UK,desktop,14
7129,2024-11-13,Social,US,desktop,11
7130,2024-05-04,Organic,BR,mobile,10
7131,2024-06-28,Email,BR,mobile,12
7132,2024-09-12,Social,IN,mobile,15
7133,2024-02-25,Email,US,mobile,9
7134,2024-06-18,Referral,DE,desktop,6
7135,2024-05-06,Organic,DE,mobile,8
7136,2024-09-16,Email,US,mobile,6
7137,2024-02-27,Social,IN,mobile,8
7138,2024-04-06,Paid Search,BR,desktop,8
7139,2024-09-28,Referral,DE,mobile,5
7140,2024-03-06,Paid Search,BR,mobile,11
7141,2024-06-18,Email,UK,desktop,15
7142,2024-09-28,Referral,US,mobile,10
7143,2024-10-16,Organic,UK,mobile,9
7144,2024-02-10,Email,IN,desktop,6
7145,2024-11-13,Organic,UK,desktop,6
7146,2024-10-02,Organic,IN,mobile,4
7147,2024-05-17,Organic,DE,mobile,9
7148,2024-10-15,Paid Search,UK,desktop,14
7149,2024-10-03,Paid Search,US,mobile,7
7150,2024-08-21,Referral,US,desktop,12
7151,2024-08-06,Paid Search,CA,desktop,10
7152,2024-10-06,Email,DE,desktop,15
7153,2024-12-30,Organic,,mobile,12
7154,2024-08-13,Organic,DE,desktop,3
7155,2024-10-30,Paid Search,US,mobile,11
7156,2024-10-09,Organic,UK,desktop,7
7157,2024-11-14,Referral,UK,desktop,5
7158,2024-12-16,Email,US,mobile,16
7159,2024-03-21,Paid Search,US,mobile,7
7160,2024-03-10,Paid Search,CA,mobile,9
7161,2024-08-16,Paid Search,BR,desktop,12
7162,2024-06-27,Organic,US,mobile,13
7163,2024-08-10,Paid Search,CA,mobile,12
7164,2024-10-27,Paid Search,IN,mobile,10
7165,2024-12-09,Social,,mobile,7
7166,2024-06-16,Social,US,desktop,7
7167,2024-09-30,Organic,DE,mobile,11
7168,2024-03-23,Referral,US,desktop,3
7169,2024-07-28,Social,CA,mobile,11
7170,2024-01-10,Paid Search,US,desktop,7
7171,2024-07-17,Referral,US,mobile,5
7172,2024-08-01,Organic,UK,desktop,10
7173,2024-10-06,Organic,IN,mobile,8
7174,2024-09-06,Organic,US,mobile,9
7175,2024-05-25,Social,CA,mobile,12
7176,2024-01-03,Organic,IN,mobile,4
7177,2024-02-19,Social,US,mobile,12
7178,2024-12-22,Organic,IN,mobile,10
7179,2024-12-06,Organic,UK,mobile,12
7180,2024-05-12,Email,BR,mobile,12
7181,2024-04-16,Organic,US,mobile,14
7182,2024-06-23,Organic,,desktop,9
7183,2024-09-20,Referral,US,mobile,3
7184,2024-05-24,Email,US,mobile,9
7185,2024-01-30,Referral,DE,mobile,6
7186,2024-06-11,Referral,BR,desktop,12
7187,2024-04-17,Social,US,mobile,10
7188,2024-05-12,Email,IN,mobile,11
7189,2024-03-09,Social,IN,desktop,6
7190,2024-09-10,Paid Search,UK,mobile,9
7191,2024-07-25,Referral,DE,desktop,8
7192,2024-04-21,Organic,US,desktop,5
7193,2024-08-04,Organic,UK,mobile,9
7194,2024-07-13,Referral,US,mobile,10
7195,2024-10-26,Paid Search,DE,mobile,5
7196,2024-12-17,Referral,UK,mobile,13
7197,2024-02-25,Organic,IN,mobile,8
7198,2024-11-24,Social,US,mobile,1
7199,2024-09-25,Organic,US,desktop,10
7200,2024-09-21,Paid Search,US,mobile,13
7201,2024-05-31,Referral,US,mobile,10
7202,2024-05-19,Social,IN,mobile,6
7203,2024-01-03,Referral,IN,mobile,10
7204,2024-12-25,Social,US,desktop,8
7205,2024-08-23,Social,IN,desktop,11
7206,2024-06-10,Paid Search,IN,desktop,2
7207,2024-08-01,Paid Search,US,desktop,10
7208,2024-01-18,Paid Search,US,desktop,12
7209,2024-03-13,Paid Search,CA,desktop,9
7210,2024-08-28,Organic,BR,mobile,13
7211,2024-07-21,Paid Search,US,mobile,19
7212,2024-10-23,Organic,IN,mobile,6
7213,2024-09-10,Organic,US,mobile,9
7214,2024-08-21,Referral,US,desktop,14
7215,2024-11-01,Email,US,desktop,9
7216,2024-01-30,Referral,US,mobile,11
7217,2024-09-21,Paid Search,IN,desktop,5
7218,2024-09-29,Organic,IN,mobile,10
7219,2024-04-23,Paid Search,IN,mobile,7
7220,2024-03-22,Organic,US,mobile,3
7221,2024-03-30,Referral,US,desktop,5
7222,2024-03-23,Email,US,desktop,6
7223,2024-07-24,Paid Search,US,desktop,8
7224,2024-02-27,Paid Search,US,desktop,10
7225,2024-09-10,Paid Search,IN,mobile,8
7226,2024-02-14,Organic,IN,mobile,8
7227,2024-01-12,Email,US,desktop,6
7228,2024-05-10,Organic,US,mobile,12
7229,2024-03-21,Organic,UK,mobile,4
7230,2024-12-27,Paid Search,DE,mobile,7
7231,2024-05-04,Organic,US,mobile,11
7232,2024-04-02,Paid Search,UK,mobile,10
7233,2024-03-23,Paid Search,US,mobile,8
7234,2024-05-30,Referral,US,desktop,15
7235,2024-08-22,Paid Search,US,mobile,9
7236,2024-10-21,Paid Search,IN,desktop,6
7237,2024-05-27,Paid Search,US,mobile,13
7238,2024-08-29,Paid Search,,desktop,6
7239,2024-07-10,Referral,DE,desktop,10
7240,2024-11-12,Paid Search,US,mobile,12
7241,2024-08-09,Referral,IN,desktop,8
7242,2024-04-29,Organic,US,desktop,10
7243,2024-09-25,Organic,IN,mobile,9
7244,2024-11-03,Paid Search,CA,mobile,13
7245,2024-07-03,Referral,US,mobile,9
7246,2024-12-26,Organic,US,mobile,4
7247,2024-11-22,Social,IN,desktop,6
7248,2024-03-23,Organic,DE,mobile,8
7249,2024-10-23,Social,US,mobile,9
7250,2024-08-21,Organic,US,desktop,11
7251,2024-07-29,Social,US,mobile,19
7252,2024-07-21,Organic,UK,mobile,5
7253,2024-11-14,Email,IN,desktop,6
7254,2024-08-24,Social,IN,mobile,7
7255,2024-07-30,Paid Search,US,desktop,8
7256,2024-01-22,Social,US,mobile,7
7257,2024-06-27,Paid Search,DE,mobile,8
7258,2024-12-01,Email,UK,mobile,9
7259,2024-09-28,Organic,DE,desktop,14
7260,2024-01-23,Organic,UK,mobile,8
7261,2024-11-24,Paid Search,IN,mobile,6
7262,2024-11-05,Social,DE,mobile,10
7263,2024-08-02,Email,,mobile,11
7264,2024-01-10,Organic,UK,desktop,8
7265,2024-08-07,Paid Search,US,mobile,12
7266,2024-01-24,Referral,US,mobile,8
7267,2024-05-10,Organic,IN,desktop,7
7268,2024-08-30,Email,US,mobile,11
7269,2024-12-03,Organic,US,desktop,18
7270,2024-05-24,Organic,US,desktop,10
7271,2024-11-16,Paid Search,UK,mobile,10
7272,2024-12-05,Email,UK,mobile,8
7273,2024-01-10,Organic,US,desktop,9
7274,2024-04-09,Email,BR,desktop,9
7275,2024-09-27,Organic,UK,mobile,5
7276,2024-10-13,Organic,US,desktop,6
7277,2024-06-06,Paid Search,US,mobile,7
7278,2024-09-09,Social,DE,mobile,9
7279,2024-08-25,Paid Search,US,desktop,10
7280,2024-10-07,Organic,US,mobile,12
7281,2024-09-30,Referral,US,mobile,12
7282,2024-02-06,Paid Search,US,mobile,4
7283,2024-03-07,Social,CA,mobile,9
7284,2024-02-26,Social,UK,desktop,6
7285,2024-12-09,Organic,US,desktop,11
7286,2024-12-03,Referral,US,mobile,6
7287,2024-10-26,Paid Search,BR,desktop,18
7288,2024-02-19,Organic,UK,desktop,6
7289,2024-08-12,Social,CA,mobile,7
7290,2024-03-19,Paid Search,US,mobile,11
7291,2024-05-29,Email,BR,mobile,11
7292,2024-04-20,Organic,CA,desktop,6
7293,2024-11-06,Paid Search,US,mobile,6
7294,2024-03-01,Organic,BR,desktop,5
7295,2024-09-05,Organic,US,mobile,8
7296,2024-12-25,Email,US,mobile,11
7297,2024-09-19,Social,US,mobile,5
7298,2024-02-03,Referral,CA,mobile,10
7299,2024-12-01,Email,IN,desktop,12
7300,2024-09-04,Organic,IN,mobile,4
7301,2024-06-30,Organic,IN,desktop,8
7302,2024-09-10,Social,BR,mobile,10
7303,2024-11-22,Referral,US,mobile,6
7304,2024-07-08,Paid Search,US,desktop,8
7305,2024-07-27,Social,CA,desktop,5
7306,2024-06-29,Paid Search,,mobile,10
7307,2024-02-01,Organic,US,desktop,12
7308,2024-10-23,Social,DE,desktop,9
7309,2024-02-23,Paid Search,,mobile,8
7310,2024-06-07,Social,US,mobile,11
7311,2024-06-04,Social,US,mobile,10
7312,2024-04-25,Organic,CA,mobile,3
7313,2024-06-10,Paid Search,US,mobile,10
7314,2024-08-27,Social,DE,mobile,7
7315,2024-05-07,Organic,US,mobile,16
7316,2024-03-13,Organic,US,mobile,7
7317,2024-11-19,Paid Search,DE,desktop,6
7318,2024-12-21,Paid Search,US,mobile,8
7319,2024-07-01,Organic,IN,mobile,7
7320,2024-05-13,Social,DE,mobile,8
7321,2024-01-21,Organic,US,desktop,16
7322,2024-01-16,Paid Search,UK,desktop,5
7323,2024-06-07,Email,CA,mobile,11
7324,2024-12-08,Organic,IN,mobile,7
7325,2024-10-04,Paid Search,US,mobile,6
7326,2024-05-21,Email,US,mobile,5
7327,2024-12-20,Organic,IN,mobile,12
7328,2024-06-20,Organic,US,mobile,11
7329,2024-04-24,Social,US,mobile,10
7330,2024-06-19,Organic,US,desktop,11
7331,2024-03-29,Organic,IN,mobile,17
7332,2024-11-24,Social,DE,desktop,12
7333,2024-05-26,Paid Search,CA,mobile,9
7334,2024-09-10,Social,IN,mobile,5
7335,2024-06-05,Paid Search,US,mobile,9
7336,2024-11-29,Social,US,mobile,12
7337,2024-09-04,Organic,US,mobile,5
7338,2024-07-12,Organic,IN,desktop,7
7339,2024-02-26,Organic,UK,desktop,10
7340,2024-11-29,Paid Search,US,mobile,11
7341,2024-08-02,Paid Search,IN,mobile,7
7342,2024-04-27,Social,CA,mobile,6
7343,2024-11-21,Social,IN,desktop,8
7344,2024-01-24,Paid Search,BR,mobile,11
7345,2024-05-08,Social,US,mobile,12
7346,2024-07-29,Organic,UK,desktop,6
7347,2024-05-18,Referral,US,mobile,8
7348,2024-07-08,Organic,,mobile,10
7349,2024-04-18,Social,US,desktop,5
7350,2024-02-25,Organic,US,mobile,11
7351,2024-01-16,Paid Search,US,mobile,13
7352,2024-03-07,Paid Search,DE,mobile,11
7353,2024-12-16,Organic,IN,desktop,7
7354,2024-08-12,Organic,UK,desktop,7
7355,2024-07-12,Paid Search,UK,mobile,8
7356,2024-06-04,Organic,DE,mobile,8
7357,2024-09-27,Paid Search,US,mobile,5
7358,2024-02-29,Organic,,mobile,14
7359,2024-04-23,Organic,UK,mobile,10
7360,2024-09-09,Email,DE,desktop,11
7361,2024-07-09,Paid Search,US,desktop,10
7362,2024-10-17,Paid Search,IN,desktop,6
7363,2024-11-28,Organic,US,mobile,9
7364,2024-11-04,Referral,DE,mobile,13
7365,2024-03-18,Referral,UK,mobile,6
7366,2024-02-08,Organic,BR,mobile,6
7367,2024-03-12,Paid Search,US,mobile,9
7368,2024-10-22,Email,US,mobile,8
7369,2024-12-03,Organic,CA,mobile,7
7370,2024-12-07,Social,CA,mobile,13
7371,2024-05-02,Organic,IN,desktop,9
7372,2024-11-09,Social,US,mobile,8
7373,2024-07-29,Social,US,desktop,8
7374,2024-11-04,Paid Search,UK,desktop,12
7375,2024-08-02,Paid Search,US,mobile,15
7376,2024-03-02,Paid Search,US,desktop,19
7377,2024-02-03,Social,UK,mobile,6
7378,2024-12-17,Paid Search,UK,desktop,9
7379,2024-06-19,Organic,IN,mobile,13
7380,2024-05-22,Organic,CA,mobile,11
7381,2024-05-24,Referral,US,desktop,18
7382,2024-06-02,Organic,IN,desktop,14
7383,2024-12-13,Organic,BR,mobile,9
7384,2024-01-27,Organic,US,mobile,8
7385,2024-02-20,Paid Search,US,desktop,11
7386,2024-10-24,Paid Search,US,mobile,17
7387,2024-08-03,Social,IN,mobile,11
7388,2024-02-24,Email,CA,mobile,9
7389,2024-01-15,Social,IN,mobile,8
7390,2024-04-03,Organic,UK,desktop,9
7391,2024-04-17,Paid Search,IN,mobile,9
7392,2024-01-07,Organic,IN,desktop,20
7393,2024-03-31,Paid Search,CA,desktop,7
7394,2024-10-07,Email,US,mobile,4
7395,2024-11-14,Social,CA,desktop,10
7396,2024-11-28,Email,UK,mobile,2
7397,2024-06-06,Social,BR,desktop,9
7398,2024-05-10,Organic,,mobile,15
7399,2024-12-30,Organic,US,mobile,6
7400,2024-10-17,Social,,desktop,13
7401,2024-07-29,Referral,US,mobile,8
7402,2024-04-15,Social,DE,desktop,12
7403,2024-05-11,Organic,UK,desktop,4
7404,2024-07-22,Organic,IN,desktop,12
7405,2024-07-31,Organic,CA,mobile,9
7406,2024-01-06,Paid Search,US,mobile,13
7407,2024-12-18,Organic,US,desktop,13
7408,2024-08-12,Paid Search,US,mobile,6
7409,2024-08-17,Organic,BR,mobile,9
7410,2024-03-29,Organic,US,mobile,7
7411,2024-10-16,Paid Search,US,mobile,9
7412,2024-10-06,Social,BR,mobile,12
7413,2024-02-10,Paid Search,DE,mobile,11
7414,2024-08-19,Social,CA,desktop,13
7415,2024-09-10,Paid Search,US,mobile,10
7416,2024-11-08,Referral,US,desktop,11
7417,2024-03-27,Organic,US,desktop,11
7418,2024-11-21,Social,DE,mobile,10
7419,2024-07-02,Organic,BR,mobile,7
7420,2024-02-11,Organic,UK,mobile,10
7421,2024-02-14,Referral,DE,mobile,8
7422,2024-03-23,Organic,IN,mobile,4
7423,2024-04-26,Organic,US,desktop,12
7424,2024-07-15,Organic,CA,mobile,6
7425,2024-10-10,Social,DE,mobile,6
7426,2024-03-19,Referral,DE,mobile,7
7427,2024-12-28,Email,US,mobile,14
7428,2024-03-08,Paid Search,BR,mobile,9
7429,2024-08-20,Paid Search,IN,mobile,8
7430,2024-12-08,Organic,IN,mobile,5
7431,2024-11-07,Referral,IN,mobile,13
7432,2024-09-06,Paid Search,US,desktop,11
7433,2024-09-29,Organic,IN,mobile,14
7434,2024-02-27,Email,IN,desktop,11
7435,2024-01-04,Organic,BR,mobile,4
7436,2024-06-22,Organic,BR,desktop,13
7437,2024-02-08,Paid Search,US,mobile,12
7438,2024-05-24,Paid Search,US,mobile,12
7439,2024-04-03,Organic,US,mobile,11
7440,2024-12-04,Paid Search,US,mobile,4
7441,2024-11-22,Organic,IN,mobile,5
7442,2024-11-02,Paid Search,IN,mobile,10
7443,2024-09-29,Organic,US,mobile,9
7444,2024-03-06,Paid Search,US,mobile,12
7445,2024-01-21,Email,CA,desktop,13
7446,2024-09-08,Organic,DE,mobile,16
7447,2024-09-04,Paid Search,CA,mobile,9
7448,2024-05-29,Social,US,mobile,7
7449,2024-07-06,Social,IN,desktop,8
7450,2024-07-12,Organic,BR,mobile,13
7451,2024-04-09,Organic,BR,desktop,3
7452,2024-05-08,Social,BR,mobile,11
7453,2024-06-16,Referral,DE,mobile,7
7454,2024-08-21,Organic,UK,mobile,4
7455,2024-12-17,Organic,DE,mobile,10
7456,2024-07-30,Paid Search,DE,desktop,13
7457,2024-10-04,Paid Search,IN,desktop,9
7458,2024-10-30,Paid Search,US,desktop,6
7459,2024-02-18,Paid Search,US,mobile,12
7460,2024-09-08,Email,UK,mobile,12
7461,2024-07-10,Social,UK,desktop,11
7462,2024-08-11,Paid Search,IN,desktop,8
7463,2024-01-17,Paid Search,US,desktop,5
7464,2024-12-01,Referral,US,desktop,11
7465,2024-12-16,Organic,BR,mobile,13
7466,2024-01-02,Social,US,desktop,13
7467,2024-03-29,Email,DE,mobile,5
7468,2024-03-16,Organic,UK,desktop,9
7469,2024-10-21,Paid Search,US,mobile,6
7470,2024-08-20,Social,IN,mobile,9
7471,2024-03-15,Organic,CA,mobile,13
7472,2024-11-01,Organic,UK,mobile,8
7473,2024-05-23,Social,BR,mobile,12
7474,2024-07-02,Organic,BR,desktop,10
7475,2024-06-05,Paid Search,DE,mobile,12
7476,2024-07-24,Social,CA,mobile,5
7477,2024-07-09,Paid Search,US,mobile,19
7478,2024-04-23,Paid Search,CA,desktop,8
7479,2024-06-19,Organic,UK,mobile,8
7480,2024-12-01,Paid Search,US,desktop,11
7481,2024-07-17,Social,CA,mobile,7
7482,2024-12-04,Email,IN,desktop,7
7483,2024-08-03,Email,UK,mobile,9
7484,2024-10-17,Paid Search,UK,mobile,9
7485,2024-04-30,Email,CA,desktop,6
7486,2024-10-24,Paid Search,US,desktop,17
7487,2024-04-18,Organic,US,mobile,8
7488,2024-01-09,Paid Search,CA,desktop,12
7489,2024-03-08,Social,US,desktop,6
7490,2024-01-10,Paid Search,BR,mobile,7
7491,2024-12-14,Referral,BR,desktop,13
7492,2024-12-30,Social,BR,mobile,11
7493,2024-10-15,Organic,IN,mobile,9
7494,2024-02-15,Social,BR,desktop,14
7495,2024-11-28,Organic,US,mobile,10
7496,2024-10-09,Paid Search,UK,desktop,8
7497,2024-05-15,Organic,BR,mobile,10
7498,2024-07-17,Social,US,desktop,10
7499,2024-09-11,Paid Search,CA,desktop,6
7500,2024-01-11,Social,IN,desktop,9
7501,2024-07-17,Paid Search,US,mobile,5
7502,2024-10-05,Referral,US,mobile,10
7503,2024-03-19,Paid Search,US,mobile,5
7504,2024-06-26,Organic,CA,desktop,13
7505,2024-07-28,Organic,CA,mobile,5
7506,2024-10-06,Organic,BR,mobile,11
7507,2024-12-19,Paid Search,CA,mobile,11
7508,2024-11-12,Organic,CA,mobile,16
7509,2024-08-28,Paid Search,IN,desktop,11
7510,2024-08-15,Paid Search,US,mobile,9
7511,2024-08-21,Paid Search,IN,desktop,10
7512,2024-08-01,Social,US,mobile,5
7513,2024-01-26,Paid Search,DE,mobile,19
7514,2024-09-23,Organic,IN,desktop,2
7515,2024-09-29,Paid Search,CA,desktop,8
7516,2024-07-20,Referral,BR,desktop,7
7517,2024-11-19,Organic,US,desktop,6
7518,2024-09-14,Organic,US,desktop,12
7519,2024-05-27,Email,US,desktop,12
7520,2024-01-09,Email,CA,mobile,7
7521,2024-01-26,Paid Search,US,mobile,7
7522,2024-05-22,Referral,US,desktop,6
7523,2024-07-02,Social,UK,desktop,12
7524,2024-03-11,Email,IN,mobile,12
7525,2024-03-20,Organic,,desktop,7
7526,2024-04-05,Social,IN,mobile,12
7527,2024-10-21,Organic,IN,mobile,11
7528,2024-10-18,Referral,UK,mobile,14
7529,2024-06-03,Organic,IN,desktop,9
7530,2024-03-13,Social,CA,mobile,8
7531,2024-02-17,Email,US,mobile,6
7532,2024-02-07,Paid Search,IN,mobile,5
7533,2024-06-06,Paid Search,CA,desktop,11
7534,2024-01-20,Referral,US,desktop,8
7535,2024-05-15,Organic,US,desktop,13
7536,2024-12-18,Organic,IN,mobile,8
7537,2024-07-19,Social,IN,desktop,4
7538,2024-11-04,Referral,BR,desktop,7
